tree depth,extra +0s per node,term size,term size+29,Rewrite_for,rewriting,rewriting (vm only),cbv;rewrite!,cbv;setoid_rewrite,cbv;rewrite_strat(topdown),cbv;rewrite_strat(bottomup)
8,569,291271,306119,3.028,2.747,2.699,,,,
9,284,291556,321252,2.872,2.6,2.56,,,,
8,570,291782,306630,2.912,2.635,2.547,,,,
8,571,292293,307141,2.751,2.48,2.435,,,,
9,285,292579,322275,2.88,2.612,2.568,,,,
8,572,292804,307652,2.776,2.496,2.456,,,,
8,573,293315,308163,2.771,2.496,2.452,,,,
9,286,293602,323298,2.884,2.623,2.587,,,,
8,574,293826,308674,2.764,2.496,2.448,,,,
8,575,294337,309185,2.755,2.488,2.448,,,,
9,287,294625,324321,2.855,2.615,2.579,,,,
11,71,294841,413625,3.656,3.307,3.275,,,,
8,576,294848,309696,2.792,2.523,2.475,,,,
12,35,294877,532445,4.807,4.264,4.219,,,,
13,17,294895,770031,6.827,5.979,5.931,,,,
8,577,295359,310207,2.787,2.511,2.463,,,,
9,288,295648,325344,2.859,2.607,2.572,,,,
8,578,295870,310718,2.812,2.528,2.48,,,,
8,579,296381,311229,2.943,2.676,2.628,,,,
9,289,296671,326367,2.88,2.631,2.587,,,,
8,580,296892,311740,2.775,2.511,2.471,,,,
8,581,297403,312251,2.803,2.536,2.488,,,,
9,290,297694,327390,2.908,2.652,2.612,,,,
8,582,297914,312762,2.787,2.524,2.48,,,,
8,583,298425,313273,2.807,2.544,2.495,,,,
9,291,298717,328413,2.895,2.643,2.607,,,,
8,584,298936,313784,2.811,2.536,2.5,,,,
11,72,298936,417720,3.704,3.344,3.312,,,,
8,585,299447,314295,2.8,2.532,2.488,,,,
9,292,299740,329436,2.9,2.655,2.615,,,,
8,586,299958,314806,2.807,2.539,2.488,,,,
8,587,300469,315317,2.832,2.559,2.511,,,,
9,293,300763,330459,2.935,2.688,2.652,,,,
8,588,300980,315828,2.844,2.572,2.52,,,,
8,589,301491,316339,2.847,2.568,2.524,,,,
9,294,301786,331482,2.923,2.667,2.631,,,,
8,590,302002,316850,2.847,2.568,2.528,,,,
8,591,302513,317361,2.844,2.572,2.523,,,,
9,295,302809,332505,2.931,2.692,2.655,,,,
8,592,303024,317872,2.832,2.568,2.524,,,,
11,73,303031,421815,3.735,3.372,3.34,,,,
12,36,303068,540636,4.888,4.319,4.283,,,,
8,593,303535,318383,2.855,2.583,2.539,,,,
9,296,303832,333528,2.927,2.68,2.647,,,,
8,594,304046,318894,2.855,2.588,2.54,,,,
8,595,304557,319405,2.876,2.591,2.543,,,,
9,297,304855,334551,2.943,2.692,2.655,,,,
8,596,305068,319916,2.876,2.599,2.551,,,,
8,597,305579,320427,2.871,2.604,2.556,,,,
9,298,305878,335574,2.967,2.715,2.675,,,,
8,598,306090,320938,2.891,2.608,2.564,,,,
8,599,306601,321449,2.887,2.615,2.564,,,,
9,299,306901,336597,2.972,2.712,2.672,,,,
8,600,307112,321960,2.864,2.591,2.547,,,,
11,74,307126,425910,3.831,3.44,3.408,,,,
8,601,307623,322471,2.871,2.608,2.56,,,,
9,300,307924,337620,2.963,2.712,2.667,,,,
8,602,308134,322982,2.884,2.615,2.568,,,,
8,603,308645,323493,2.884,2.615,2.572,,,,
9,301,308947,338643,2.967,2.716,2.68,,,,
8,604,309156,324004,2.884,2.612,2.568,,,,
8,605,309667,324515,2.887,2.619,2.576,,,,
9,302,309970,339666,2.979,2.735,2.695,,,,
8,606,310178,325026,2.916,2.64,2.588,,,,
8,607,310689,325537,2.891,2.623,2.579,,,,
9,303,310993,340689,2.988,2.743,2.703,,,,
8,608,311200,326048,2.899,2.631,2.587,,,,
11,75,311221,430005,3.884,3.492,3.463,,,,
12,37,311259,548827,5.063,4.468,4.427,,,,
13,18,311278,786414,6.896,6.064,6.015,,,,
8,609,311711,326559,3.028,2.752,2.676,,,,
9,304,312016,341712,3.003,2.751,2.715,,,,
8,610,312222,327070,2.911,2.636,2.587,,,,
8,611,312733,327581,2.928,2.652,2.596,,,,
9,305,313039,342735,3.012,2.764,2.724,,,,
8,612,313244,328092,2.935,2.655,2.607,,,,
8,613,313755,328603,2.952,2.671,2.619,,,,
9,306,314062,343758,3.032,2.775,2.731,,,,
8,614,314266,329114,2.939,2.659,2.619,,,,
8,615,314777,329625,2.952,2.676,2.628,,,,
9,307,315085,344781,3.043,2.788,2.743,,,,
8,616,315288,330136,2.944,2.663,2.619,,,,
11,76,315316,434100,3.891,3.516,3.483,,,,
8,617,315799,330647,2.939,2.676,2.628,,,,
9,308,316108,345804,3.051,2.787,2.743,,,,
8,618,316310,331158,2.952,2.68,2.636,,,,
8,619,316821,331669,2.96,2.684,2.639,,,,
9,309,317131,346827,3.06,2.803,2.764,,,,
8,620,317332,332180,2.96,2.68,2.636,,,,
8,621,317843,332691,2.963,2.695,2.648,,,,
9,310,318154,347850,3.055,2.8,2.76,,,,
8,622,318354,333202,2.988,2.703,2.659,,,,
8,623,318865,333713,2.996,2.716,2.663,,,,
9,311,319177,348873,3.047,2.799,2.759,,,,
8,624,319376,334224,3.003,2.712,2.66,,,,
11,77,319411,438195,3.939,3.56,3.528,,,,
12,38,319450,557018,5.012,4.443,4.4,,,,
8,625,319887,334735,2.996,2.712,2.668,,,,
9,312,320200,349896,3.072,2.815,2.779,,,,
8,626,320398,335246,3.,2.72,2.672,,,,
8,627,320909,335757,2.992,2.72,2.676,,,,
9,313,321223,350919,3.108,2.832,2.788,,,,
8,628,321420,336268,2.992,2.715,2.667,,,,
8,629,321931,336779,3.003,2.728,2.68,,,,
9,314,322246,351942,3.096,2.836,2.795,,,,
8,630,322442,337290,3.007,2.731,2.684,,,,
8,631,322953,337801,3.02,2.735,2.683,,,,
9,315,323269,352965,3.112,2.844,2.804,,,,
8,632,323464,338312,3.015,2.739,2.692,,,,
11,78,323506,442290,3.943,3.552,3.52,,,,
8,633,323975,338823,3.003,2.728,2.68,,,,
9,316,324292,353988,3.119,2.856,2.812,,,,
8,634,324486,339334,3.031,2.756,2.704,,,,
8,635,324997,339845,3.044,2.752,2.704,,,,
9,317,325315,355011,3.115,2.859,2.828,,,,
8,636,325508,340356,3.039,2.76,2.707,,,,
8,637,326019,340867,3.019,2.744,2.695,,,,
9,318,326338,356034,3.135,2.875,2.836,,,,
8,638,326530,341378,3.032,2.76,2.712,,,,
8,639,327041,341889,3.028,2.751,2.707,,,,
9,319,327361,357057,3.168,2.9,2.851,,,,
8,640,327552,342400,3.056,2.76,2.716,,,,
11,79,327601,446385,3.92,3.584,3.551,,,,
12,39,327641,565209,5.044,4.495,4.455,,,,
13,19,327661,802797,7.015,6.175,6.132,,,,
8,641,328063,342911,3.171,2.823,2.775,,,,
9,320,328384,358080,3.163,2.876,2.844,,,,
8,642,328574,343422,3.051,2.771,2.724,,,,
8,643,329085,343933,3.076,2.788,2.744,,,,
9,321,329407,359103,3.152,2.899,2.863,,,,
8,644,329596,344444,3.107,2.819,2.764,,,,
8,645,330107,344955,3.104,2.804,2.756,,,,
9,322,330430,360126,3.195,2.927,2.887,,,,
8,646,330618,345466,3.083,2.792,2.744,,,,
8,647,331129,345977,3.051,2.78,2.731,,,,
9,323,331453,361149,3.195,2.904,2.868,,,,
8,648,331640,346488,3.051,2.783,2.731,,,,
11,80,331696,450480,4.055,3.651,3.62,,,,
8,649,332151,346999,3.08,2.8,2.756,,,,
9,324,332476,362172,3.184,2.923,2.884,,,,
8,650,332662,347510,3.071,2.8,2.756,,,,
8,651,333173,348021,3.076,2.804,2.76,,,,
9,325,333499,363195,3.188,2.916,2.872,,,,
8,652,333684,348532,3.087,2.811,2.768,,,,
8,653,334195,349043,3.087,2.807,2.764,,,,
9,326,334522,364218,3.199,2.947,2.907,,,,
8,654,334706,349554,3.092,2.815,2.764,,,,
8,655,335217,350065,3.099,2.824,2.775,,,,
9,327,335545,365241,3.188,2.931,2.895,,,,
8,656,335728,350576,3.108,2.824,2.775,,,,
11,81,335791,454575,4.08,3.704,3.675,,,,
12,40,335832,573400,5.244,4.628,4.591,,,,
8,657,336239,351087,3.108,2.832,2.783,,,,
9,328,336568,366264,3.192,2.931,2.891,,,,
8,658,336750,351598,3.136,2.855,2.807,,,,
8,659,337261,352109,3.139,2.851,2.804,,,,
9,329,337591,367287,3.216,2.967,2.927,,,,
8,660,337772,352620,3.123,2.847,2.799,,,,
8,661,338283,353131,3.119,2.844,2.795,,,,
9,330,338614,368310,3.239,2.967,2.927,,,,
8,662,338794,353642,3.14,2.859,2.811,,,,
8,663,339305,354153,3.163,2.871,2.819,,,,
9,331,339637,369333,3.239,2.975,2.931,,,,
8,664,339816,354664,3.144,2.855,2.807,,,,
11,82,339886,458670,4.079,3.683,3.651,,,,
8,665,340327,355175,3.155,2.875,2.819,,,,
9,332,340660,370356,3.231,2.971,2.927,,,,
8,666,340838,355686,3.171,2.891,2.844,,,,
8,667,341349,356197,3.155,2.872,2.823,,,,
9,333,341683,371379,3.235,2.98,2.943,,,,
8,668,341860,356708,3.155,2.876,2.832,,,,
8,669,342371,357219,3.159,2.88,2.827,,,,
9,334,342706,372402,3.236,2.988,2.952,,,,
8,670,342882,357730,3.167,2.895,2.84,,,,
8,671,343393,358241,3.172,2.887,2.835,,,,
9,335,343729,373425,3.251,3.003,2.963,,,,
8,672,343904,358752,3.192,2.907,2.851,,,,
11,83,343981,462765,4.075,3.731,3.699,,,,
12,41,344023,581591,5.171,4.644,4.604,,,,
13,20,344044,819180,7.156,6.316,6.275,,,,
8,673,344415,359263,3.176,2.891,2.844,,,,
9,336,344752,374448,3.268,3.011,2.971,,,,
8,674,344926,359774,3.184,2.904,2.851,,,,
8,675,345437,360285,3.183,2.904,2.86,,,,
9,337,345775,375471,3.296,3.032,2.98,,,,
8,676,345948,360796,3.172,2.895,2.851,,,,
8,677,346459,361307,3.192,2.916,2.872,,,,
9,338,346798,376494,3.284,3.015,2.971,,,,
8,678,346970,361818,3.195,2.911,2.863,,,,
8,679,347481,362329,3.22,2.939,2.884,,,,
9,339,347821,377517,3.291,3.036,2.996,,,,
8,680,347992,362840,3.219,2.931,2.876,,,,
11,84,348076,466860,4.12,3.744,3.711,,,,
8,681,348503,363351,3.228,2.944,2.891,,,,
9,340,348844,378540,3.288,3.036,2.996,,,,
8,682,349014,363862,3.22,2.936,2.887,,,,
8,683,349525,364373,3.224,2.948,2.899,,,,
9,341,349867,379563,3.319,3.06,3.02,,,,
8,684,350036,364884,3.235,2.952,2.9,,,,
8,685,350547,365395,3.236,2.952,2.908,,,,
9,342,350890,380586,3.347,3.067,3.023,,,,
8,686,351058,365906,3.251,2.963,2.911,,,,
8,687,351569,366417,3.26,2.967,2.92,,,,
9,343,351913,381609,3.328,3.072,3.028,,,,
8,688,352080,366928,3.256,2.963,2.916,,,,
11,85,352171,470955,4.172,3.791,3.759,,,,
12,42,352214,589782,5.28,4.711,4.672,,,,
8,689,352591,367439,3.259,2.971,2.92,,,,
9,344,352936,382632,3.336,3.076,3.028,,,,
8,690,353102,367950,3.263,2.976,2.927,,,,
8,691,353613,368461,3.271,2.984,2.931,,,,
9,345,353959,383655,3.344,3.084,3.039,,,,
8,692,354124,368972,3.268,2.98,2.931,,,,
8,693,354635,369483,3.279,2.992,2.939,,,,
9,346,354982,384678,3.351,3.092,3.048,,,,
8,694,355146,369994,3.292,3.,2.944,,,,
8,695,355657,370505,3.263,2.979,2.931,,,,
9,347,356005,385701,3.363,3.103,3.064,,,,
8,696,356168,371016,3.272,2.988,2.948,,,,
11,86,356266,475050,4.251,3.855,3.819,,,,
8,697,356679,371527,3.299,3.008,2.956,,,,
9,348,357028,386724,3.376,3.112,3.068,,,,
8,698,357190,372038,3.264,2.984,2.944,,,,
8,699,357701,372549,3.288,3.003,2.963,,,,
9,349,358051,387747,3.384,3.119,3.079,,,,
8,700,358212,373060,3.295,3.007,2.956,,,,
8,701,358723,373571,3.311,3.023,2.971,,,,
9,350,359074,388770,3.387,3.127,3.087,,,,
8,702,359234,374082,3.287,3.007,2.956,,,,
8,703,359745,374593,3.304,3.028,2.975,,,,
9,351,360097,389793,3.376,3.115,3.076,,,,
8,704,360256,375104,3.3,3.024,2.976,,,,
11,87,360361,479145,4.244,3.891,3.863,,,,
12,43,360405,597973,5.416,4.84,4.8,,,,
8,705,360767,375615,3.312,3.032,2.98,,,,
9,352,361120,390816,3.408,3.143,3.103,,,,
8,706,361278,376126,3.295,3.02,2.967,,,,
8,707,361789,376637,3.328,3.043,2.979,,,,
9,353,362143,391839,3.391,3.127,3.091,,,,
8,708,362300,377148,3.319,3.039,2.996,,,,
8,709,362811,377659,3.332,3.047,3.,,,,
9,354,363166,392862,3.42,3.159,3.119,,,,
8,710,363322,378170,3.372,3.06,3.011,,,,
8,711,363833,378681,3.384,3.043,3.003,,,,
9,355,364189,393885,3.395,3.135,3.099,,,,
8,712,364344,379192,3.299,3.015,2.967,,,,
11,88,364456,483240,4.295,3.896,3.868,,,,
8,713,364855,379703,3.288,3.003,2.955,,,,
9,356,365212,394908,3.44,3.184,3.14,,,,
8,714,365366,380214,3.311,3.024,2.971,,,,
8,715,365877,380725,3.328,3.032,2.988,,,,
9,357,366235,395931,3.447,3.176,3.135,,,,
8,716,366388,381236,3.319,3.039,2.991,,,,
8,717,366899,381747,3.319,3.028,2.98,,,,
9,358,367258,396954,3.432,3.18,3.14,,,,
8,718,367410,382258,3.312,3.036,2.992,,,,
8,719,367921,382769,3.307,3.032,2.983,,,,
9,359,368281,397977,3.475,3.211,3.172,,,,
8,720,368432,383280,3.319,3.039,2.991,,,,
11,89,368551,487335,4.296,3.932,3.9,,,,
12,44,368596,606164,5.416,4.839,4.799,,,,
8,721,368943,383791,3.332,3.043,3.003,,,,
9,360,369304,399000,3.503,3.211,3.172,,,,
8,722,369454,384302,3.311,3.04,2.996,,,,
8,723,369965,384813,3.323,3.047,3.,,,,
9,361,370327,400023,3.472,3.212,3.163,,,,
8,724,370476,385324,3.48,3.188,3.144,,,,
8,725,370987,385835,3.408,3.115,3.072,,,,
9,362,371350,401046,3.471,3.212,3.167,,,,
8,726,371498,386346,3.42,3.127,3.072,,,,
8,727,372009,386857,3.403,3.108,3.06,,,,
9,363,372373,402069,3.475,3.22,3.18,,,,
8,728,372520,387368,3.416,3.127,3.079,,,,
11,90,372646,491430,4.283,3.932,3.9,,,,
8,729,373031,387879,3.408,3.115,3.063,,,,
9,364,373396,403092,3.476,3.22,3.184,,,,
8,730,373542,388390,3.423,3.131,3.083,,,,
8,731,374053,388901,3.423,3.123,3.076,,,,
9,365,374419,404115,3.479,3.224,3.188,,,,
8,732,374564,389412,3.439,3.148,3.096,,,,
8,733,375075,389923,3.44,3.144,3.091,,,,
9,366,375442,405138,3.496,3.239,3.203,,,,
8,734,375586,390434,3.42,3.135,3.091,,,,
8,735,376097,390945,3.443,3.155,3.112,,,,
9,367,376465,406161,3.515,3.26,3.211,,,,
8,736,376608,391456,3.432,3.148,3.099,,,,
11,91,376741,495525,4.379,3.984,3.951,,,,
12,45,376787,614355,5.427,4.899,4.864,,,,
8,737,377119,391967,3.439,3.152,3.108,,,,
9,368,377488,407184,3.548,3.275,3.235,,,,
8,738,377630,392478,3.46,3.172,3.111,,,,
8,739,378141,392989,3.456,3.167,3.119,,,,
9,369,378511,408207,3.547,3.275,3.231,,,,
8,740,378652,393500,3.452,3.163,3.115,,,,
8,741,379163,394011,3.46,3.175,3.127,,,,
9,370,379534,409230,3.536,3.271,3.224,,,,
8,742,379674,394522,3.484,3.188,3.136,,,,
8,743,380185,395033,3.5,3.192,3.144,,,,
9,371,380557,410253,3.559,3.295,3.255,,,,
8,744,380696,395544,3.479,3.188,3.139,,,,
11,92,380836,499620,4.423,4.04,4.008,,,,
8,745,381207,396055,3.492,3.195,3.147,,,,
9,372,381580,411276,3.551,3.292,3.248,,,,
8,746,381718,396566,3.496,3.203,3.152,,,,
8,747,382229,397077,3.503,3.203,3.155,,,,
9,373,382603,412299,3.551,3.295,3.255,,,,
8,748,382740,397588,3.496,3.199,3.148,,,,
8,749,383251,398099,3.507,3.212,3.16,,,,
9,374,383626,413322,3.568,3.307,3.268,,,,
8,750,383762,398610,3.52,3.22,3.163,,,,
8,751,384273,399121,3.507,3.212,3.163,,,,
9,375,384649,414345,3.576,3.319,3.271,,,,
8,752,384784,399632,3.516,3.224,3.176,,,,
11,93,384931,503715,4.439,4.063,4.031,,,,
12,46,384978,622546,5.624,5.032,4.996,,,,
8,753,385295,400143,3.531,3.231,3.176,,,,
9,376,385672,415368,3.587,3.332,3.287,,,,
8,754,385806,400654,3.516,3.219,3.171,,,,
8,755,386317,401165,3.528,3.235,3.18,,,,
9,377,386695,416391,3.612,3.344,3.3,,,,
8,756,386828,401676,3.536,3.235,3.188,,,,
8,757,387339,402187,3.539,3.243,3.192,,,,
9,378,387718,417414,3.636,3.363,3.328,,,,
8,758,387850,402698,3.551,3.255,3.199,,,,
8,759,388361,403209,3.56,3.256,3.203,,,,
9,379,388741,418437,3.612,3.347,3.307,,,,
8,760,388872,403720,3.547,3.247,3.199,,,,
11,94,389026,507810,4.412,4.052,4.019,,,,
8,761,389383,404231,3.559,3.268,3.204,,,,
9,380,389764,419460,3.615,3.359,3.319,,,,
8,762,389894,404742,3.559,3.271,3.219,,,,
8,763,390405,405253,3.539,3.252,3.208,,,,
9,381,390787,420483,3.644,3.367,3.327,,,,
8,764,390916,405764,3.568,3.276,3.22,,,,
8,765,391427,406275,3.572,3.275,3.228,,,,
9,382,391810,421506,3.671,3.399,3.355,,,,
8,766,391938,406786,3.572,3.275,3.228,,,,
8,767,392449,407297,3.583,3.283,3.231,,,,
9,383,392833,422529,3.668,3.391,3.352,,,,
8,768,392960,407808,3.592,3.288,3.239,,,,
11,95,393121,511905,4.451,4.088,4.055,,,,
12,47,393169,630737,5.62,5.048,5.011,,,,
16,2,393214,4194302,39.271,33.096,32.844,,,,
8,769,393471,408319,3.591,3.291,3.239,,,,
9,384,393856,423552,3.675,3.415,3.367,,,,
8,770,393982,408830,3.579,3.288,3.235,,,,
8,771,394493,409341,3.592,3.284,3.231,,,,
9,385,394879,424575,3.688,3.412,3.372,,,,
8,772,395004,409852,3.591,3.268,3.216,,,,
8,773,395515,410363,3.516,3.239,3.192,,,,
9,386,395902,425598,3.7,3.435,3.395,,,,
8,774,396026,410874,3.539,3.255,3.203,,,,
8,775,396537,411385,3.579,3.291,3.247,,,,
9,387,396925,426621,3.692,3.403,3.367,,,,
8,776,397048,411896,3.667,3.344,3.292,,,,
11,96,397216,516000,4.488,4.124,4.087,,,,
8,777,397559,412407,3.624,3.327,3.275,,,,
9,388,397948,427644,3.675,3.423,3.391,,,,
8,778,398070,412918,3.648,3.34,3.288,,,,
8,779,398581,413429,3.631,3.328,3.276,,,,
9,389,398971,428667,3.72,3.456,3.408,,,,
8,780,399092,413940,3.648,3.347,3.296,,,,
8,781,399603,414451,3.659,3.352,3.3,,,,
9,390,399994,429690,3.716,3.448,3.404,,,,
8,782,400114,414962,3.628,3.323,3.275,,,,
8,783,400625,415473,3.631,3.344,3.292,,,,
9,391,401017,430713,3.711,3.447,3.407,,,,
8,784,401136,415984,3.655,3.351,3.296,,,,
11,97,401311,520095,4.575,4.184,4.151,,,,
12,48,401360,638928,5.635,5.087,5.051,,,,
8,785,401647,416495,3.636,3.34,3.291,,,,
9,392,402040,431736,3.712,3.452,3.404,,,,
8,786,402158,417006,3.652,3.355,3.304,,,,
8,787,402669,417517,3.652,3.355,3.295,,,,
9,393,403063,432759,3.715,3.447,3.411,,,,
8,788,403180,418028,3.667,3.372,3.328,,,,
8,789,403691,418539,3.668,3.372,3.311,,,,
9,394,404086,433782,3.724,3.46,3.423,,,,
8,790,404202,419050,3.659,3.359,3.307,,,,
8,791,404713,419561,3.671,3.376,3.32,,,,
9,395,405109,434805,3.735,3.471,3.431,,,,
8,792,405224,420072,3.668,3.371,3.323,,,,
11,98,405406,524190,4.623,4.232,4.199,,,,
8,793,405735,420583,3.671,3.384,3.336,,,,
9,396,406132,435828,3.759,3.492,3.443,,,,
8,794,406246,421094,3.676,3.384,3.327,,,,
8,795,406757,421605,3.699,3.392,3.335,,,,
9,397,407155,436851,3.768,3.503,3.463,,,,
8,796,407268,422116,3.672,3.375,3.323,,,,
8,797,407779,422627,3.699,3.399,3.347,,,,
9,398,408178,437874,3.8,3.516,3.467,,,,
8,798,408290,423138,3.712,3.412,3.359,,,,
8,799,408801,423649,3.703,3.412,3.363,,,,
9,399,409201,438897,3.788,3.516,3.472,,,,
8,800,409312,424160,3.699,3.396,3.343,,,,
11,99,409501,528285,4.632,4.252,4.219,,,,
12,49,409551,647119,5.783,5.2,5.168,,,,
8,801,409823,424671,3.712,3.412,3.363,,,,
9,400,410224,439920,3.799,3.531,3.487,,,,
8,802,410334,425182,3.731,3.427,3.372,,,,
8,803,410845,425693,3.723,3.42,3.372,,,,
9,401,411247,440943,3.807,3.531,3.491,,,,
8,804,411356,426204,3.703,3.415,3.367,,,,
8,805,411867,426715,3.724,3.427,3.371,,,,
9,402,412270,441966,3.807,3.539,3.5,,,,
8,806,412378,427226,3.739,3.444,3.391,,,,
8,807,412889,427737,3.748,3.448,3.4,,,,
9,403,413293,442989,3.799,3.543,3.496,,,,
8,808,413400,428248,3.76,3.452,3.4,,,,
11,100,413596,532380,4.688,4.307,4.267,,,,
8,809,413911,428759,3.739,3.443,3.391,,,,
9,404,414316,444012,3.832,3.559,3.511,,,,
8,810,414422,429270,3.724,3.439,3.387,,,,
8,811,414933,429781,3.747,3.456,3.404,,,,
9,405,415339,445035,3.819,3.559,3.507,,,,
8,812,415444,430292,3.768,3.46,3.407,,,,
8,813,415955,430803,3.764,3.463,3.412,,,,
9,406,416362,446058,3.828,3.572,3.528,,,,
8,814,416466,431314,3.768,3.468,3.419,,,,
8,815,416977,431825,3.779,3.472,3.423,,,,
9,407,417385,447081,3.855,3.583,3.539,,,,
8,816,417488,432336,3.776,3.475,3.42,,,,
12,50,417742,655310,5.8,5.251,5.216,,,,
8,817,417999,432847,3.775,3.483,3.439,,,,
9,408,418408,448104,3.86,3.588,3.555,,,,
8,818,418510,433358,3.787,3.488,3.432,,,,
8,819,419021,433869,3.788,3.475,3.423,,,,
9,409,419431,449127,3.863,3.591,3.555,,,,
8,820,419532,434380,3.796,3.5,3.443,,,,
8,821,420043,434891,3.799,3.496,3.444,,,,
9,410,420454,450150,3.855,3.599,3.559,,,,
8,822,420554,435402,3.807,3.507,3.456,,,,
8,823,421065,435913,3.807,3.503,3.452,,,,
9,411,421477,451173,3.884,3.612,3.564,,,,
8,824,421576,436424,3.795,3.496,3.444,,,,
8,825,422087,436935,3.796,3.5,3.444,,,,
9,412,422500,452196,3.887,3.619,3.584,,,,
8,826,422598,437446,3.779,3.492,3.444,,,,
8,827,423109,437957,3.795,3.503,3.452,,,,
9,413,423523,453219,3.879,3.624,3.583,,,,
8,828,423620,438468,3.8,3.508,3.456,,,,
8,829,424131,438979,3.804,3.512,3.46,,,,
9,414,424546,454242,3.891,3.627,3.592,,,,
8,830,424642,439490,3.832,3.527,3.471,,,,
8,831,425153,440001,3.819,3.528,3.48,,,,
9,415,425569,455265,3.903,3.643,3.603,,,,
8,832,425664,440512,3.807,3.515,3.463,,,,
12,51,425933,663501,5.855,5.296,5.255,,,,
8,833,426175,441023,3.827,3.532,3.483,,,,
9,416,426592,456288,3.904,3.64,3.6,,,,
8,834,426686,441534,3.823,3.532,3.475,,,,
8,835,427197,442045,3.836,3.543,3.488,,,,
9,417,427615,457311,3.935,3.671,3.627,,,,
8,836,427708,442556,3.836,3.54,3.487,,,,
8,837,428219,443067,3.847,3.548,3.5,,,,
9,418,428638,458334,3.936,3.659,3.619,,,,
8,838,428730,443578,3.855,3.564,3.511,,,,
8,839,429241,444089,3.86,3.555,3.507,,,,
9,419,429661,459357,3.927,3.663,3.615,,,,
8,840,429752,444600,3.884,3.579,3.523,,,,
8,841,430263,445111,3.895,3.579,3.524,,,,
9,420,430684,460380,3.939,3.684,3.644,,,,
8,842,430774,445622,3.9,3.591,3.539,,,,
8,843,431285,446133,3.887,3.579,3.531,,,,
9,421,431707,461403,3.971,3.704,3.659,,,,
8,844,431796,446644,3.912,3.608,3.559,,,,
8,845,432307,447155,3.899,3.592,3.539,,,,
9,422,432730,462426,3.992,3.708,3.663,,,,
8,846,432818,447666,3.916,3.608,3.555,,,,
8,847,433329,448177,3.896,3.587,3.543,,,,
9,423,433753,463449,4.011,3.724,3.676,,,,
8,848,433840,448688,3.919,3.604,3.556,,,,
12,52,434124,671692,5.943,5.355,5.319,,,,
8,849,434351,449199,3.903,3.604,3.544,,,,
9,424,434776,464472,4.011,3.728,3.684,,,,
8,850,434862,449710,3.895,3.596,3.547,,,,
8,851,435373,450221,3.923,3.619,3.564,,,,
9,425,435799,465495,4.012,3.728,3.688,,,,
8,852,435884,450732,3.923,3.612,3.56,,,,
8,853,436395,451243,3.907,3.608,3.56,,,,
9,426,436822,466518,4.003,3.72,3.68,,,,
8,854,436906,451754,3.936,3.632,3.579,,,,
8,855,437417,452265,3.935,3.636,3.576,,,,
9,427,437845,467541,4.003,3.739,3.699,,,,
8,856,437928,452776,3.952,3.639,3.579,,,,
8,857,438439,453287,3.923,3.615,3.564,,,,
9,428,438868,468564,4.039,3.756,3.708,,,,
8,858,438950,453798,3.92,3.628,3.584,,,,
8,859,439461,454309,3.963,3.652,3.599,,,,
9,429,439891,469587,4.032,3.752,3.712,,,,
8,860,439972,454820,3.963,3.655,3.592,,,,
8,861,440483,455331,3.967,3.655,3.604,,,,
9,430,440914,470610,4.047,3.768,3.72,,,,
8,862,440994,455842,3.979,3.667,3.623,,,,
8,863,441505,456353,3.975,3.659,3.608,,,,
9,431,441937,471633,4.047,3.771,3.728,,,,
8,864,442016,456864,3.991,3.68,3.619,,,,
12,53,442315,679883,6.028,5.468,5.432,,,,
8,865,442527,457375,3.976,3.667,3.619,,,,
9,432,442960,472656,4.047,3.779,3.728,,,,
8,866,443038,457886,3.983,3.68,3.623,,,,
8,867,443549,458397,4.,3.688,3.636,,,,
9,433,443983,473679,4.051,3.779,3.731,,,,
8,868,444060,458908,4.003,3.688,3.636,,,,
8,869,444571,459419,4.,3.692,3.644,,,,
9,434,445006,474702,4.056,3.784,3.731,,,,
8,870,445082,459930,3.979,3.68,3.628,,,,
8,871,445593,460441,3.992,3.692,3.639,,,,
9,435,446029,475725,4.063,3.799,3.751,,,,
8,872,446104,460952,4.02,3.703,3.652,,,,
8,873,446615,461463,3.992,3.688,3.631,,,,
9,436,447052,476748,4.072,3.807,3.76,,,,
8,874,447126,461974,4.015,3.707,3.659,,,,
8,875,447637,462485,4.015,3.707,3.655,,,,
9,437,448075,477771,4.087,3.823,3.779,,,,
8,876,448148,462996,4.031,3.72,3.672,,,,
8,877,448659,463507,4.036,3.724,3.668,,,,
9,438,449098,478794,4.107,3.836,3.796,,,,
8,878,449170,464018,4.02,3.711,3.648,,,,
8,879,449681,464529,4.011,3.716,3.664,,,,
9,439,450121,479817,4.104,3.831,3.787,,,,
8,880,450192,465040,4.028,3.728,3.675,,,,
12,54,450506,688074,6.024,5.479,5.443,,,,
8,881,450703,465551,4.039,3.732,3.675,,,,
9,440,451144,480840,4.096,3.827,3.787,,,,
8,882,451214,466062,4.047,3.739,3.68,,,,
8,883,451725,466573,4.059,3.752,3.688,,,,
9,441,452167,481863,4.143,3.868,3.824,,,,
8,884,452236,467084,4.048,3.743,3.684,,,,
8,885,452747,467595,4.051,3.743,3.688,,,,
9,442,453190,482886,4.148,3.867,3.823,,,,
8,886,453258,468106,4.064,3.756,3.695,,,,
8,887,453769,468617,4.067,3.764,3.703,,,,
9,443,454213,483909,4.148,3.876,3.832,,,,
