list length,iteration count,term size,Rewrite_for,rewriting,rewriting (vm only),"rewrite_strat(topdown,bottomup)","rewrite_strat(bottomup,bottomup)",cps+vm_compute,setoid_rewrite
102,140,14280,,3.608,3.56,,,0.08,
105,136,14280,,3.412,3.364,,,0.059,
119,120,14280,,3.38,3.332,,,0.084,
120,119,14280,,3.543,3.495,,,0.079,
136,105,14280,,3.668,3.623,,,0.056,
140,102,14280,,3.383,3.335,,,0.083,
100,143,14300,,3.427,3.38,,,0.079,
110,130,14300,,3.672,3.624,,,0.056,
130,110,14300,,3.387,3.34,,,0.087,
143,100,14300,,3.42,3.371,,,0.08,
96,149,14304,,3.515,3.468,,,0.056,
149,96,14304,,3.623,3.572,,,0.084,
98,146,14308,,3.376,3.328,,,0.087,
146,98,14308,,3.459,3.416,,,0.059,
106,135,14310,,3.572,3.524,,,0.08,
135,106,14310,,3.539,3.491,,,0.087,
103,139,14317,,3.391,3.343,,,0.056,
139,103,14317,,3.596,3.548,,,0.083,
111,129,14319,,3.515,3.468,,,0.067,
129,111,14319,,3.383,3.335,,,0.056,
112,128,14336,,3.424,3.371,,,0.083,
128,112,14336,,3.716,3.668,,,0.056,
107,134,14338,,3.412,3.364,,,0.059,
134,107,14338,,3.439,3.391,,,0.084,
101,142,14342,,3.556,3.511,,,0.064,
142,101,14342,,3.572,3.524,,,0.06,
113,127,14351,,3.383,3.34,,,0.079,
127,113,14351,,3.536,3.484,,,0.067,
104,138,14352,,3.655,3.608,,,0.056,
138,104,14352,,3.396,3.344,,,0.079,
99,145,14355,,3.391,3.347,,,0.064,
145,99,14355,,3.591,3.539,,,0.06,
97,148,14356,,3.536,3.487,,,0.079,
148,97,14356,,3.432,3.383,,,0.067,
108,133,14364,,3.548,3.495,,,0.056,
114,126,14364,,3.652,3.608,,,0.079,
126,114,14364,,3.435,3.384,,,0.063,
133,108,14364,,3.387,3.336,,,0.104,
115,125,14375,,3.596,3.547,,,0.056,
125,115,14375,,3.543,3.491,,,0.072,
102,141,14382,,3.407,3.36,,,0.087,
141,102,14382,,3.547,3.5,,,0.056,
116,124,14384,,3.704,3.652,,,0.076,
124,116,14384,,3.491,3.44,,,0.1,
105,137,14385,,3.396,3.347,,,0.056,
137,105,14385,,3.6,3.556,,,0.08,
109,132,14388,,3.54,3.488,,,0.091,
132,109,14388,,3.423,3.368,,,0.056,
117,123,14391,,3.536,3.487,,,0.076,
123,117,14391,,3.672,3.623,,,0.092,
118,122,14396,,3.359,3.311,,,0.056,
122,118,14396,,3.42,3.371,,,0.075,
119,121,14399,,3.595,3.551,,,0.087,
121,119,14399,,3.572,3.524,,,0.06,
96,150,14400,,3.383,3.335,,,0.076,
100,144,14400,,3.56,3.511,,,0.087,
120,120,14400,,3.656,3.608,,,0.059,
144,100,14400,,3.399,3.347,,,0.076,
150,96,14400,,3.452,3.4,,,0.087,
98,147,14406,,3.563,3.515,,,0.056,
147,98,14406,,3.596,3.548,,,0.076,
110,131,14410,,3.5,3.452,,,0.084,
131,110,14410,,3.588,3.536,,,0.06,
106,136,14416,,3.804,3.752,,,0.072,
136,106,14416,,3.319,3.28,,,0.084,
103,140,14420,,3.416,3.368,,,0.059,
140,103,14420,,3.615,3.567,,,0.059,
111,130,14430,,3.567,3.515,,,0.083,
130,111,14430,,3.416,3.368,,,0.071,
101,143,14443,,3.603,3.556,,,0.06,
143,101,14443,,3.644,3.6,,,0.084,
107,135,14445,,3.336,3.288,,,0.067,
135,107,14445,,3.419,3.371,,,0.059,
112,129,14448,,3.655,3.608,,,0.087,
129,112,14448,,3.531,3.48,,,0.071,
97,149,14453,,3.427,3.383,,,0.059,
149,97,14453,,3.631,3.583,,,0.084,
99,146,14454,,3.603,3.556,,,0.067,
146,99,14454,,3.396,3.351,,,0.059,
104,139,14456,,3.443,3.396,,,0.08,
139,104,14456,,3.752,3.704,,,0.067,
113,128,14464,,3.463,3.416,,,0.059,
128,113,14464,,3.412,3.364,,,0.084,
108,134,14472,,3.647,3.599,,,0.067,
134,108,14472,,3.544,3.492,,,0.059,
114,127,14478,,3.432,3.383,,,0.079,
127,114,14478,,3.56,3.511,,,0.067,
102,142,14484,,3.691,3.644,,,0.056,
142,102,14484,,3.455,3.403,,,0.08,
105,138,14490,,3.443,3.396,,,0.064,
115,126,14490,,3.623,3.576,,,0.107,
126,115,14490,,3.515,3.463,,,0.06,
138,105,14490,,3.448,3.4,,,0.076,
109,133,14497,,3.612,3.567,,,0.092,
133,109,14497,,3.623,3.572,,,0.056,
100,145,14500,,3.427,3.38,,,0.072,
116,125,14500,,3.452,3.4,,,0.092,
125,116,14500,,3.779,3.736,,,0.056,
145,100,14500,,3.423,3.371,,,0.076,
98,148,14504,,3.416,3.368,,,0.084,
148,98,14504,,3.663,3.616,,,0.059,
117,124,14508,,3.604,3.547,,,0.083,
124,117,14508,,3.455,3.407,,,0.084,
118,123,14514,,3.576,3.528,,,0.059,
123,118,14514,,3.687,3.639,,,0.079,
119,122,14518,,3.351,3.304,,,0.088,
122,119,14518,,3.468,3.42,,,0.059,
110,132,14520,,3.627,3.583,,,0.08,
120,121,14520,,3.576,3.527,,,0.079,
121,120,14520,,3.436,3.388,,,0.059,
132,110,14520,,3.68,3.628,,,0.06,
106,137,14522,,3.583,3.531,,,0.076,
137,106,14522,,3.412,3.364,,,0.088,
103,141,14523,,3.423,3.376,,,0.059,
141,103,14523,,3.815,3.764,,,0.1,
111,131,14541,,3.456,3.403,,,0.092,
131,111,14541,,3.484,3.436,,,0.059,
101,144,14544,,3.635,3.583,,,0.104,
144,101,14544,,3.587,3.54,,,0.092,
97,150,14550,,3.407,3.36,,,0.059,
150,97,14550,,3.684,3.636,,,0.092,
107,136,14552,,3.648,3.603,,,0.084,
136,107,14552,,3.492,3.443,,,0.06,
99,147,14553,,3.423,3.371,,,0.084,
147,99,14553,,3.736,3.688,,,0.087,
104,140,14560,,3.448,3.396,,,0.059,
112,130,14560,,3.463,3.415,,,0.08,
130,112,14560,,3.652,3.603,,,0.087,
140,104,14560,,3.639,3.591,,,0.079,
113,129,14577,,3.427,3.376,,,0.059,
129,113,14577,,3.599,3.551,,,0.084,
108,135,14580,,3.716,3.664,,,0.076,
135,108,14580,,3.391,3.344,,,0.059,
102,143,14586,,3.455,3.403,,,0.084,
143,102,14586,,3.675,3.623,,,0.079,
114,128,14592,,3.619,3.568,,,0.059,
128,114,14592,,3.463,3.415,,,0.087,
105,139,14595,,3.587,3.539,,,0.076,
139,105,14595,,3.652,3.603,,,0.059,
100,146,14600,,3.488,3.436,,,0.079,
146,100,14600,,3.523,3.471,,,0.071,
98,149,14602,,3.675,3.628,,,0.059,
149,98,14602,,3.599,3.548,,,0.08,
115,127,14605,,3.472,3.423,,,0.072,
127,115,14605,,3.671,3.623,,,0.107,
109,134,14606,,3.591,3.543,,,0.059,
134,109,14606,,3.4,3.351,,,0.092,
116,126,14616,,3.547,3.5,,,0.087,
126,116,14616,,3.74,3.691,,,0.055,
117,125,14625,,3.54,3.488,,,0.111,
125,117,14625,,3.46,3.412,,,0.092,
103,142,14626,,3.691,3.635,,,0.06,
142,103,14626,,3.596,3.543,,,0.087,
106,138,14628,,3.455,3.407,,,0.087,
138,106,14628,,3.592,3.539,,,0.06,
110,133,14630,,3.76,3.711,,,0.059,
133,110,14630,,3.491,3.443,,,0.087,
118,124,14632,,3.508,3.46,,,0.059,
124,118,14632,,3.659,3.612,,,0.076,
119,123,14637,,3.6,3.552,,,0.088,
123,119,14637,,3.468,3.42,,,0.071,
120,122,14640,,3.648,3.596,,,0.059,
122,120,14640,,3.72,3.671,,,0.083,
121,121,14641,,3.508,3.456,,,0.071,
101,145,14645,,3.459,3.412,,,0.055,
145,101,14645,,3.74,3.687,,,0.084,
99,148,14652,,3.484,3.436,,,0.071,
111,132,14652,,3.515,3.463,,,0.059,
132,111,14652,,3.675,3.623,,,0.083,
148,99,14652,,3.703,3.655,,,0.072,
107,137,14659,,3.456,3.408,,,0.056,
137,107,14659,,3.639,3.591,,,0.08,
104,141,14664,,3.712,3.664,,,0.067,
141,104,14664,,3.484,3.435,,,0.059,
112,131,14672,,3.488,3.436,,,0.059,
131,112,14672,,3.723,3.671,,,0.067,
102,144,14688,,3.623,3.572,,,0.096,
108,136,14688,,3.484,3.436,,,0.059,
136,108,14688,,3.668,3.62,,,0.076,
144,102,14688,,3.695,3.647,,,0.087,
113,130,14690,,3.476,3.427,,,0.059,
130,113,14690,,3.504,3.455,,,0.076,
98,150,14700,,3.736,3.683,,,0.087,
100,147,14700,,3.511,3.463,,,0.059,
105,140,14700,,3.495,3.443,,,0.08,
140,105,14700,,3.687,3.639,,,0.087,
147,100,14700,,3.664,3.616,,,0.059,
150,98,14700,,3.511,3.463,,,0.059,
114,129,14706,,3.623,3.571,,,0.084,
129,114,14706,,3.763,3.711,,,0.072,
109,135,14715,,3.483,3.432,,,0.06,
135,109,14715,,3.504,3.455,,,0.087,
115,128,14720,,3.675,3.628,,,0.071,
128,115,14720,,3.603,3.556,,,0.059,
103,143,14729,,3.508,3.46,,,0.084,
143,103,14729,,3.691,3.643,,,0.072,
116,127,14732,,3.62,3.567,,,0.056,
127,116,14732,,3.515,3.463,,,0.079,
106,139,14734,,3.583,3.536,,,0.067,
139,106,14734,,3.743,3.695,,,0.104,
110,134,14740,,3.511,3.459,,,0.059,
134,110,14740,,3.511,3.459,,,0.076,
117,126,14742,,3.711,3.659,,,0.087,
126,117,14742,,3.599,3.551,,,0.059,
101,146,14746,,3.5,3.448,,,0.08,
146,101,14746,,3.723,3.675,,,0.087,
118,125,14750,,3.656,3.603,,,0.059,
125,118,14750,,3.491,3.443,,,0.079,
99,149,14751,,3.512,3.459,,,0.092,
149,99,14751,,3.831,3.783,,,0.059,
119,124,14756,,3.495,3.443,,,0.076,
124,119,14756,,3.488,3.44,,,0.087,
120,123,14760,,3.692,3.648,,,0.072,
123,120,14760,,3.639,3.591,,,0.06,
121,122,14762,,3.484,3.435,,,0.079,
122,121,14762,,3.68,3.632,,,0.076,
111,133,14763,,3.659,3.608,,,0.059,
133,111,14763,,3.476,3.427,,,0.084,
107,138,14766,,3.524,3.475,,,0.072,
138,107,14766,,3.835,3.787,,,0.06,
104,142,14768,,3.488,3.435,,,0.083,
142,104,14768,,3.544,3.496,,,0.067,
112,132,14784,,3.703,3.651,,,0.056,
132,112,14784,,3.659,3.608,,,0.08,
102,145,14790,,3.463,3.416,,,0.064,
145,102,14790,,3.707,3.659,,,0.092,
108,137,14796,,3.671,3.619,,,0.059,
137,108,14796,,3.495,3.448,,,0.076,
100,148,14800,,3.599,3.551,,,0.091,
148,100,14800,,3.827,3.779,,,0.056,
113,131,14803,,3.515,3.467,,,0.076,
131,113,14803,,3.495,3.451,,,0.084,
105,141,14805,,3.708,3.659,,,0.06,
141,105,14805,,3.663,3.608,,,0.072,
114,130,14820,,3.536,3.488,,,0.087,
130,114,14820,,3.671,3.623,,,0.115,
109,136,14824,,3.756,3.711,,,0.059,
136,109,14824,,3.484,3.436,,,0.135,
103,144,14832,,3.479,3.432,,,0.087,
144,103,14832,,3.867,3.819,,,0.06,
115,129,14835,,3.524,3.475,,,0.107,
129,115,14835,,3.547,3.5,,,0.087,
106,140,14840,,3.7,3.648,,,0.06,
140,106,14840,,3.603,3.556,,,0.096,
101,147,14847,,3.491,3.436,,,0.088,
147,101,14847,,3.747,3.7,,,0.096,
116,128,14848,,3.684,3.631,,,0.059,
128,116,14848,,3.515,3.472,,,0.083,
99,150,14850,,3.612,3.56,,,0.076,
110,135,14850,,3.804,3.755,,,0.059,
135,110,14850,,3.52,3.471,,,0.087,
150,99,14850,,3.579,3.527,,,0.076,
117,127,14859,,3.688,3.635,,,0.059,
127,117,14859,,3.7,3.648,,,0.079,
118,126,14868,,3.532,3.479,,,0.075,
126,118,14868,,3.696,3.648,,,0.107,
104,143,14872,,3.711,3.659,,,0.059,
143,104,14872,,3.572,3.523,,,0.092,
107,139,14873,,3.544,3.495,,,0.092,
139,107,14873,,3.855,3.804,,,0.063,
111,134,14874,,3.547,3.495,,,0.087,
134,111,14874,,3.559,3.511,,,0.088,
119,125,14875,,3.756,3.707,,,0.059,
125,119,14875,,3.587,3.536,,,0.083,
120,124,14880,,3.523,3.475,,,0.087,
124,120,14880,,3.704,3.655,,,0.084,
121,123,14883,,3.716,3.659,,,0.06,
123,121,14883,,3.492,3.439,,,0.083,
122,122,14884,,3.687,3.635,,,0.084,
102,146,14892,,3.776,3.724,,,0.059,
146,102,14892,,3.536,3.479,,,0.083,
112,133,14896,,3.508,3.459,,,0.076,
133,112,14896,,3.799,3.752,,,0.059,
100,149,14900,,3.583,3.536,,,0.079,
149,100,14900,,3.619,3.572,,,0.075,
108,138,14904,,3.691,3.647,,,0.115,
138,108,14904,,3.652,3.6,,,0.064,
105,142,14910,,3.491,3.439,,,0.155,
142,105,14910,,3.752,3.704,,,0.063,
113,132,14916,,3.716,3.668,,,0.064,
132,113,14916,,3.572,3.52,,,0.084,
109,137,14933,,3.54,3.488,,,0.064,
137,109,14933,,3.863,3.815,,,0.06,
114,131,14934,,3.508,3.455,,,0.079,
131,114,14934,,3.563,3.511,,,0.067,
103,145,14935,,3.711,3.664,,,0.111,
145,103,14935,,3.704,3.652,,,0.059,
106,141,14946,,3.504,3.451,,,0.083,
141,106,14946,,3.78,3.731,,,0.091,
101,148,14948,,3.684,3.631,,,0.064,
148,101,14948,,3.671,3.62,,,0.084,
115,130,14950,,3.592,3.543,,,0.091,
130,115,14950,,3.975,3.924,,,0.064,
110,136,14960,,3.543,3.491,,,0.059,
136,110,14960,,3.599,3.551,,,0.092,
116,129,14964,,3.736,3.688,,,0.076,
129,116,14964,,3.672,3.623,,,0.06,
104,144,14976,,3.519,3.471,,,0.084,
117,128,14976,,3.72,3.667,,,0.072,
128,117,14976,,3.768,3.716,,,0.063,
144,104,14976,,3.591,3.543,,,0.079,
107,140,14980,,3.551,3.503,,,0.067,
140,107,14980,,3.9,3.848,,,0.112,
111,135,14985,,3.484,3.432,,,0.059,
135,111,14985,,3.592,3.543,,,0.079,
118,127,14986,,3.756,3.711,,,0.091,
127,118,14986,,3.72,3.671,,,0.059,
102,147,14994,,3.52,3.472,,,0.076,
119,126,14994,,3.755,3.7,,,0.088,
126,119,14994,,3.716,3.668,,,0.059,
147,102,14994,,3.523,3.475,,,0.076,
100,150,15000,,3.672,3.619,,,0.084,
120,125,15000,,3.86,3.808,,,0.072,
125,120,15000,,3.552,3.5,,,0.059,
150,100,15000,,3.651,3.603,,,0.087,
121,124,15004,,3.772,3.724,,,0.067,
124,121,15004,,3.635,3.587,,,0.059,
122,123,15006,,3.551,3.5,,,0.084,
123,122,15006,,3.771,3.72,,,0.067,
112,134,15008,,3.711,3.659,,,0.112,
134,112,15008,,3.599,3.551,,,0.063,
108,139,15012,,3.671,3.62,,,0.084,
139,108,15012,,3.852,3.804,,,0.092,
105,143,15015,,3.487,3.439,,,0.059,
143,105,15015,,3.628,3.58,,,0.076,
113,133,15029,,3.756,3.703,,,0.087,
133,113,15029,,3.74,3.692,,,0.06,
103,146,15038,,3.54,3.491,,,0.076,
146,103,15038,,3.776,3.728,,,0.084,
109,138,15042,,3.703,3.651,,,0.079,
138,109,15042,,3.632,3.579,,,0.06,
114,132,15048,,3.635,3.584,,,0.087,
132,114,15048,,3.896,3.843,,,0.075,
101,149,15049,,3.547,3.495,,,0.059,
149,101,15049,,3.619,3.572,,,0.083,
106,142,15052,,3.756,3.704,,,0.071,
142,106,15052,,3.731,3.679,,,0.124,
115,131,15065,,3.56,3.507,,,0.059,
131,115,15065,,3.812,3.764,,,0.092,
110,137,15070,,3.644,3.596,,,0.096,
137,110,15070,,3.628,3.576,,,0.059,
104,145,15080,,3.687,3.639,,,0.104,
116,130,15080,,3.796,3.748,,,0.064,
130,116,15080,,3.551,3.504,,,0.115,
145,104,15080,,3.659,3.608,,,0.059,
107,141,15087,,3.864,3.812,,,0.087,
141,107,15087,,3.635,3.583,,,0.096,
117,129,15093,,3.56,3.512,,,0.059,
129,117,15093,,3.803,3.755,,,0.091,
102,148,15096,,3.672,3.623,,,0.087,
111,136,15096,,3.583,3.531,,,0.108,
136,111,15096,,3.788,3.74,,,0.064,
148,102,15096,,3.727,3.671,,,0.115,
118,128,15104,,3.563,3.512,,,0.091,
128,118,15104,,3.779,3.731,,,0.063,
119,127,15113,,3.739,3.687,,,0.111,
127,119,15113,,3.608,3.56,,,0.087,
105,144,15120,,3.635,3.584,,,0.064,
108,140,15120,,3.896,3.844,,,0.104,
112,135,15120,,3.591,3.54,,,0.087,
120,126,15120,,3.596,3.548,,,0.1,
126,120,15120,,3.768,3.716,,,0.059,
135,112,15120,,3.78,3.727,,,0.087,
140,108,15120,,3.623,3.576,,,0.08,
144,105,15120,,3.792,3.735,,,0.064,
121,125,15125,,3.788,3.736,,,0.079,
125,121,15125,,3.595,3.547,,,0.071,
122,124,15128,,3.672,3.619,,,0.119,
124,122,15128,,3.927,3.876,,,0.059,
123,123,15129,,3.596,3.548,,,0.104,
103,147,15141,,3.612,3.559,,,0.096,
147,103,15141,,3.819,3.768,,,0.059,
113,134,15142,,3.728,3.68,,,0.088,
134,113,15142,,3.591,3.543,,,0.087,
101,150,15150,,3.78,3.727,,,0.083,
150,101,15150,,3.808,3.759,,,0.063,
109,139,15151,,3.615,3.567,,,0.087,
139,109,15151,,3.672,3.623,,,0.076,
106,143,15158,,3.887,3.835,,,0.063,
143,106,15158,,3.652,3.6,,,0.084,
114,133,15162,,3.619,3.572,,,0.071,
133,114,15162,,3.819,3.772,,,0.115,
110,138,15180,,3.783,3.736,,,0.064,
115,132,15180,,3.595,3.544,,,0.104,
132,115,15180,,3.804,3.755,,,0.091,
138,110,15180,,3.799,3.747,,,0.063,
104,146,15184,,3.603,3.551,,,0.092,
146,104,15184,,3.779,3.727,,,0.087,
107,142,15194,,3.872,3.819,,,0.099,
142,107,15194,,3.635,3.583,,,0.063,
116,131,15196,,3.619,3.564,,,0.083,
131,116,15196,,3.835,3.788,,,0.096,
102,149,15198,,3.652,3.599,,,0.064,
149,102,15198,,3.683,3.635,,,0.084,
111,137,15207,,3.796,3.748,,,0.075,
137,111,15207,,3.772,3.72,,,0.119,
117,130,15210,,3.608,3.56,,,0.059,
130,117,15210,,3.82,3.772,,,0.067,
118,129,15222,,3.728,3.68,,,0.091,
129,118,15222,,3.624,3.572,,,0.064,
105,145,15225,,3.703,3.652,,,0.064,
145,105,15225,,3.943,3.9,,,0.087,
108,141,15228,,3.591,3.54,,,0.079,
141,108,15228,,3.672,3.619,,,0.06,
112,136,15232,,3.788,3.736,,,0.087,
119,128,15232,,3.736,3.684,,,0.075,
128,119,15232,,3.639,3.587,,,0.059,
136,112,15232,,3.855,3.807,,,0.087,
120,127,15240,,3.703,3.651,,,0.076,
127,120,15240,,3.664,3.611,,,0.115,
103,148,15244,,3.76,3.707,,,0.064,
148,103,15244,,3.84,3.788,,,0.091,
121,126,15246,,3.603,3.556,,,0.099,
126,121,15246,,3.768,3.711,,,0.06,
122,125,15250,,3.907,3.86,,,0.064,
125,122,15250,,3.643,3.596,,,0.087,
123,124,15252,,3.612,3.559,,,0.079,
124,123,15252,,3.851,3.8,,,0.064,
113,135,15255,,3.711,3.664,,,0.083,
135,113,15255,,3.688,3.635,,,0.071,
109,140,15260,,3.8,3.752,,,0.111,
140,109,15260,,3.76,3.711,,,0.063,
106,144,15264,,3.592,3.54,,,0.084,
144,106,15264,,3.835,3.791,,,0.096,
114,134,15276,,3.763,3.715,,,0.063,
134,114,15276,,3.636,3.58,,,0.079,
104,147,15288,,3.747,3.695,,,0.091,
147,104,15288,,3.956,3.9,,,0.084,
110,139,15290,,3.563,3.512,,,0.06,
139,110,15290,,3.664,3.611,,,0.087,
115,133,15295,,3.88,3.828,,,0.075,
133,115,15295,,3.703,3.651,,,0.064,
102,150,15300,,3.632,3.58,,,0.084,
150,102,15300,,3.907,3.855,,,0.072,
107,143,15301,,3.639,3.584,,,0.115,
143,107,15301,,3.68,3.632,,,0.063,
116,132,15312,,3.78,3.727,,,0.087,
132,116,15312,,3.843,3.792,,,0.096,
111,138,15318,,3.612,3.559,,,0.059,
138,111,15318,,3.855,3.804,,,0.104,
117,131,15327,,3.827,3.772,,,0.064,
131,117,15327,,3.619,3.572,,,0.12,
105,146,15330,,3.663,3.615,,,0.064,
146,105,15330,,3.984,3.936,,,0.087,
108,142,15336,,3.639,3.587,,,0.096,
142,108,15336,,3.731,3.68,,,0.079,
118,130,15340,,3.843,3.792,,,0.063,
130,118,15340,,3.783,3.731,,,0.087,
112,137,15344,,3.619,3.568,,,0.08,
137,112,15344,,3.891,3.836,,,0.059,
103,149,15347,,3.779,3.728,,,0.084,
149,103,15347,,3.68,3.627,,,0.071,
119,129,15351,,3.808,3.755,,,0.124,
129,119,15351,,3.907,3.855,,,0.064,
120,128,15360,,3.559,3.503,,,0.096,
128,120,15360,,3.716,3.664,,,0.091,
121,127,15367,,3.963,3.916,,,0.063,
127,121,15367,,3.707,3.651,,,0.079,
113,136,15368,,3.648,3.592,,,0.088,
136,113,15368,,3.948,3.891,,,0.079,
109,141,15369,,3.675,3.623,,,0.063,
141,109,15369,,3.707,3.655,,,0.087,
106,145,15370,,3.855,3.799,,,0.072,
145,106,15370,,3.827,3.776,,,0.112,
122,126,15372,,3.636,3.583,,,0.064,
126,122,15372,,3.904,3.855,,,0.084,
123,125,15375,,3.695,3.648,,,0.091,
125,123,15375,,3.695,3.644,,,0.063,
124,124,15376,,3.832,3.783,,,0.091,
114,135,15390,,3.871,3.815,,,0.087,
135,114,15390,,3.647,3.596,,,0.12,
104,148,15392,,3.832,3.779,,,0.064,
148,104,15392,,3.936,3.883,,,0.152,
110,140,15400,,3.612,3.56,,,0.092,
140,110,15400,,3.68,3.628,,,0.064,
107,144,15408,,3.992,3.948,,,0.108,
144,107,15408,,3.683,3.631,,,0.092,
115,134,15410,,3.7,3.648,,,0.096,
134,115,15410,,3.896,3.848,,,0.06,
116,133,15428,,3.756,3.703,,,0.084,
133,116,15428,,3.655,3.603,,,0.087,
111,139,15429,,3.887,3.836,,,0.124,
139,111,15429,,3.768,3.711,,,0.064,
105,147,15435,,3.687,3.635,,,0.104,
147,105,15435,,3.867,3.816,,,0.092,
108,143,15444,,3.824,3.772,,,0.064,
117,132,15444,,3.632,3.579,,,0.087,
132,117,15444,,3.899,3.848,,,0.092,
143,108,15444,,3.876,3.824,,,0.16,
103,150,15450,,3.727,3.675,,,0.064,
150,103,15450,,3.808,3.756,,,0.064,
112,138,15456,,3.919,3.868,,,0.092,
138,112,15456,,3.672,3.619,,,0.087,
118,131,15458,,3.727,3.675,,,0.059,
131,118,15458,,4.004,3.951,,,0.088,
119,130,15470,,3.735,3.684,,,0.079,
130,119,15470,,3.672,3.623,,,0.063,
106,146,15476,,4.,3.952,,,0.087,
146,106,15476,,3.652,3.595,,,0.076,
109,142,15478,,3.743,3.691,,,0.119,
142,109,15478,,4.023,3.975,,,0.063,
120,129,15480,,3.671,3.62,,,0.099,
129,120,15480,,3.688,3.635,,,0.091,
113,137,15481,,3.923,3.876,,,0.115,
137,113,15481,,3.752,3.7,,,0.064,
121,128,15488,,3.736,3.683,,,0.087,
128,121,15488,,3.887,3.835,,,0.139,
122,127,15494,,3.788,3.736,,,0.063,
127,122,15494,,3.691,3.639,,,0.063,
104,149,15496,,3.871,3.824,,,0.087,
149,104,15496,,3.828,3.776,,,0.064,
123,126,15498,,3.68,3.635,,,0.064,
126,123,15498,,3.876,3.824,,,0.084,
124,125,15500,,3.852,3.8,,,0.076,
125,124,15500,,3.699,3.652,,,0.119,
114,136,15504,,3.851,3.8,,,0.059,
136,114,15504,,3.867,3.816,,,0.096,
110,141,15510,,3.659,3.608,,,0.096,
141,110,15510,,3.78,3.727,,,0.06,
107,145,15515,,4.011,3.959,,,0.064,
145,107,15515,,3.759,3.708,,,0.099,
115,135,15525,,3.672,3.623,,,0.08,
135,115,15525,,3.9,3.851,,,0.064,
105,148,15540,,3.811,3.755,,,0.084,
111,140,15540,,3.72,3.671,,,0.076,
140,111,15540,,3.959,3.907,,,0.115,
148,105,15540,,3.852,3.799,,,0.064,
116,134,15544,,3.708,3.655,,,0.096,
134,116,15544,,3.895,3.844,,,0.091,
108,144,15552,,3.86,3.808,,,0.083,
144,108,15552,,3.688,3.636,,,0.064,
117,133,15561,,3.852,3.799,,,0.084,
133,117,15561,,3.971,3.919,,,0.076,
112,139,15568,,3.691,3.64,,,0.064,
139,112,15568,,3.743,3.695,,,0.084,
118,132,15576,,4.,3.948,,,0.071,
132,118,15576,,3.763,3.712,,,0.119,
106,147,15582,,3.743,3.692,,,0.064,
147,106,15582,,3.947,3.896,,,0.092,
109,143,15587,,3.824,3.772,,,0.088,
143,109,15587,,3.743,3.691,,,0.084,
119,131,15589,,3.876,3.824,,,0.064,
131,119,15589,,3.855,3.8,,,0.087,
113,138,15594,,3.68,3.635,,,0.076,
138,113,15594,,3.927,3.879,,,0.119,
104,150,15600,,3.812,3.763,,,0.063,
120,130,15600,,3.716,3.664,,,0.087,
130,120,15600,,3.86,3.812,,,0.092,
150,104,15600,,3.952,3.896,,,0.064,
121,129,15609,,3.675,3.632,,,0.08,
129,121,15609,,3.843,3.792,,,0.087,
122,128,15616,,4.015,3.963,,,0.079,
128,122,15616,,3.728,3.671,,,0.064,
114,137,15618,,3.688,3.639,,,0.084,
137,114,15618,,3.939,3.887,,,0.076,
110,142,15620,,3.799,3.747,,,0.115,
142,110,15620,,3.768,3.72,,,0.064,
123,127,15621,,3.912,3.86,,,0.096,
127,123,15621,,3.871,3.819,,,0.091,
107,146,15622,,3.72,3.668,,,0.084,
146,107,15622,,3.92,3.871,,,0.064,
124,126,15624,,3.887,3.836,,,0.087,
126,124,15624,,3.687,3.635,,,0.076,
125,125,15625,,3.935,3.883,,,0.059,
115,136,15640,,3.876,3.824,,,0.083,
136,115,15640,,3.74,3.688,,,0.071,
105,149,15645,,3.863,3.812,,,0.119,
149,105,15645,,3.976,3.923,,,0.063,
111,141,15651,,3.695,3.648,,,0.091,
141,111,15651,,3.832,3.779,,,0.091,
108,145,15660,,4.015,3.963,,,0.079,
116,135,15660,,3.74,3.687,,,0.064,
135,116,15660,,3.711,3.664,,,0.087,
145,108,15660,,3.98,3.927,,,0.071,
117,134,15678,,3.832,3.78,,,0.124,
134,117,15678,,3.772,3.719,,,0.063,
112,140,15680,,3.923,3.868,,,0.091,
140,112,15680,,3.799,3.748,,,0.091,
106,148,15688,,3.715,3.664,,,0.111,
148,106,15688,,3.952,3.899,,,0.064,
118,133,15694,,3.84,3.784,,,0.14,
133,118,15694,,3.84,3.787,,,0.096,
109,144,15696,,3.943,3.891,,,0.064,
144,109,15696,,3.959,3.908,,,0.115,
113,139,15707,,3.723,3.675,,,0.087,
139,113,15707,,3.927,3.876,,,0.096,
119,132,15708,,3.92,3.867,,,0.064,
132,119,15708,,3.707,3.659,,,0.087,
120,131,15720,,3.936,3.884,,,0.087,
131,120,15720,,3.923,3.871,,,0.12,
107,147,15729,,3.695,3.643,,,0.064,
147,107,15729,,3.848,3.795,,,0.12,
110,143,15730,,4.047,3.992,,,0.092,
121,130,15730,,3.707,3.656,,,0.087,
130,121,15730,,3.792,3.744,,,0.064,
143,110,15730,,4.076,4.023,,,0.087,
114,138,15732,,3.76,3.704,,,0.084,
138,114,15732,,3.756,3.703,,,0.12,
122,129,15738,,4.036,3.979,,,0.064,
129,122,15738,,3.752,3.7,,,0.104,
123,128,15744,,3.759,3.707,,,0.092,
128,123,15744,,3.956,3.904,,,0.088,
124,127,15748,,3.832,3.775,,,0.064,
127,124,15748,,3.723,3.675,,,0.092,
