list length,iteration count,term size,Rewrite_for,rewriting,rewriting (vm only),"rewrite_strat(topdown,bottomup)","rewrite_strat(bottomup,bottomup)",cps+vm_compute,setoid_rewrite
105,150,15750,,3.948,3.896,,,0.079,
125,126,15750,,3.844,3.792,,,0.063,
126,125,15750,,3.772,3.723,,,0.064,
150,105,15750,,3.975,3.923,,,0.076,
115,137,15755,,3.868,3.811,,,0.092,
137,115,15755,,3.719,3.668,,,0.064,
111,142,15762,,3.943,3.891,,,0.088,
142,111,15762,,3.899,3.848,,,0.092,
108,146,15768,,3.747,3.695,,,0.084,
146,108,15768,,3.963,3.912,,,0.067,
116,136,15776,,3.876,3.824,,,0.083,
136,116,15776,,3.752,3.699,,,0.076,
112,141,15792,,3.956,3.9,,,0.12,
141,112,15792,,3.923,3.871,,,0.067,
106,149,15794,,3.759,3.707,,,0.16,
149,106,15794,,3.952,3.9,,,0.063,
117,135,15795,,3.984,3.932,,,0.119,
135,117,15795,,3.731,3.68,,,0.064,
109,145,15805,,3.86,3.808,,,0.087,
145,109,15805,,4.056,4.,,,0.092,
118,134,15812,,3.792,3.74,,,0.064,
134,118,15812,,3.78,3.727,,,0.067,
113,140,15820,,4.099,4.048,,,0.087,
140,113,15820,,3.792,3.735,,,0.079,
119,133,15827,,3.792,3.74,,,0.123,
133,119,15827,,4.027,3.971,,,0.064,
107,148,15836,,3.747,3.7,,,0.096,
148,107,15836,,3.804,3.752,,,0.1,
110,144,15840,,4.072,4.024,,,0.084,
120,132,15840,,3.832,3.779,,,0.064,
132,120,15840,,3.807,3.756,,,0.088,
144,110,15840,,4.007,3.955,,,0.079,
114,139,15846,,3.808,3.755,,,0.119,
139,114,15846,,3.8,3.743,,,0.063,
121,131,15851,,4.039,3.988,,,0.087,
131,121,15851,,3.799,3.747,,,0.092,
122,130,15860,,3.788,3.74,,,0.08,
130,122,15860,,3.984,3.931,,,0.064,
123,129,15867,,3.815,3.764,,,0.092,
129,123,15867,,3.792,3.739,,,0.079,
115,138,15870,,4.023,3.972,,,0.063,
138,115,15870,,3.835,3.783,,,0.064,
124,128,15872,,3.799,3.747,,,0.071,
128,124,15872,,3.952,3.904,,,0.091,
111,143,15873,,3.871,3.819,,,0.064,
143,111,15873,,3.775,3.727,,,0.084,
125,127,15875,,4.,3.948,,,0.087,
127,125,15875,,3.855,3.799,,,0.147,
108,147,15876,,3.783,3.731,,,0.068,
126,126,15876,,3.948,3.899,,,0.064,
147,108,15876,,3.939,3.883,,,0.087,
116,137,15892,,3.799,3.752,,,0.079,
137,116,15892,,3.979,3.927,,,0.064,
106,150,15900,,3.876,3.823,,,0.084,
150,106,15900,,3.819,3.768,,,0.075,
112,142,15904,,3.972,3.927,,,0.119,
142,112,15904,,3.932,3.871,,,0.067,
117,136,15912,,3.775,3.719,,,0.087,
136,117,15912,,4.,3.948,,,0.091,
109,146,15914,,3.915,3.864,,,0.079,
146,109,15914,,3.811,3.756,,,0.063,
118,135,15930,,3.959,3.912,,,0.087,
135,118,15930,,3.955,3.903,,,0.072,
113,141,15933,,3.779,3.727,,,0.12,
141,113,15933,,3.979,3.927,,,0.067,
107,149,15943,,3.968,3.911,,,0.092,
149,107,15943,,3.824,3.772,,,0.088,
119,134,15946,,3.9,3.848,,,0.079,
134,119,15946,,4.059,4.007,,,0.067,
110,145,15950,,3.783,3.731,,,0.084,
145,110,15950,,3.912,3.86,,,0.076,
114,140,15960,,4.112,4.06,,,0.119,
120,133,15960,,3.775,3.728,,,0.063,
133,120,15960,,3.792,3.744,,,0.091,
140,114,15960,,4.051,4.,,,0.091,
121,132,15972,,3.887,3.835,,,0.079,
132,121,15972,,3.808,3.756,,,0.067,
122,131,15982,,4.031,3.979,,,0.084,
131,122,15982,,3.896,3.839,,,0.072,
108,148,15984,,3.779,3.728,,,0.124,
111,144,15984,,4.036,3.988,,,0.064,
144,111,15984,,3.828,3.776,,,0.087,
148,108,15984,,3.867,3.811,,,0.091,
115,139,15985,,4.047,3.996,,,0.08,
139,115,15985,,3.843,3.788,,,0.067,
123,130,15990,,3.792,3.739,,,0.083,
130,123,15990,,4.119,4.068,,,0.076,
124,129,15996,,3.731,3.683,,,0.115,
129,124,15996,,3.86,3.804,,,0.067,
125,128,16000,,4.112,4.06,,,0.087,
128,125,16000,,3.807,3.756,,,0.083,
126,127,16002,,3.812,3.759,,,0.119,
127,126,16002,,4.144,4.092,,,0.067,
116,138,16008,,3.768,3.716,,,0.152,
138,116,16008,,3.86,3.808,,,0.088,
112,143,16016,,4.048,3.995,,,0.096,
143,112,16016,,3.927,3.872,,,0.067,
109,147,16023,,3.779,3.727,,,0.084,
147,109,16023,,4.159,4.108,,,0.083,
117,137,16029,,3.756,3.704,,,0.119,
137,117,16029,,3.879,3.828,,,0.067,
113,142,16046,,4.108,4.055,,,0.127,
142,113,16046,,3.84,3.788,,,0.087,
118,136,16048,,3.831,3.779,,,0.084,
136,118,16048,,4.155,4.103,,,0.063,
107,150,16050,,3.764,3.703,,,0.063,
150,107,16050,,3.876,3.824,,,0.076,
110,146,16060,,4.079,4.024,,,0.092,
146,110,16060,,3.927,3.876,,,0.092,
119,135,16065,,3.78,3.723,,,0.064,
135,119,16065,,4.164,4.112,,,0.087,
114,141,16074,,3.747,3.696,,,0.152,
141,114,16074,,3.932,3.879,,,0.067,
120,134,16080,,4.155,4.103,,,0.064,
134,120,16080,,3.824,3.772,,,0.091,
108,149,16092,,3.819,3.768,,,0.151,
149,108,16092,,4.191,4.14,,,0.067,
121,133,16093,,3.84,3.788,,,0.067,
133,121,16093,,3.884,3.827,,,0.087,
111,145,16095,,4.087,4.04,,,0.079,
145,111,16095,,3.907,3.855,,,0.124,
115,140,16100,,3.795,3.743,,,0.064,
140,115,16100,,4.184,4.132,,,0.135,
122,132,16104,,3.768,3.719,,,0.067,
132,122,16104,,3.923,3.872,,,0.115,
123,131,16113,,4.151,4.1,,,0.067,
131,123,16113,,3.844,3.788,,,0.135,
124,130,16120,,3.816,3.763,,,0.096,
130,124,16120,,4.096,4.043,,,0.076,
116,139,16124,,3.899,3.847,,,0.067,
139,116,16124,,3.864,3.812,,,0.084,
125,129,16125,,4.107,4.056,,,0.071,
129,125,16125,,3.904,3.844,,,0.115,
112,144,16128,,3.84,3.788,,,0.067,
126,128,16128,,4.132,4.083,,,0.091,
128,126,16128,,3.768,3.716,,,0.091,
144,112,16128,,3.919,3.863,,,0.079,
127,127,16129,,4.211,4.156,,,0.067,
109,148,16132,,3.799,3.747,,,0.084,
148,109,16132,,3.904,3.852,,,0.076,
117,138,16146,,4.175,4.123,,,0.128,
138,117,16146,,3.84,3.788,,,0.092,
113,143,16159,,3.943,3.891,,,0.067,
143,113,16159,,4.168,4.112,,,0.087,
118,137,16166,,3.851,3.799,,,0.08,
137,118,16166,,3.919,3.868,,,0.124,
110,147,16170,,4.148,4.096,,,0.064,
147,110,16170,,3.876,3.824,,,0.1,
119,136,16184,,3.94,3.887,,,0.092,
136,119,16184,,4.195,4.139,,,0.084,
114,142,16188,,3.851,3.799,,,0.064,
142,114,16188,,3.923,3.871,,,0.088,
108,150,16200,,4.139,4.087,,,0.076,
120,135,16200,,4.004,3.948,,,0.124,
135,120,16200,,3.855,3.808,,,0.067,
150,108,16200,,4.159,4.108,,,0.096,
111,146,16206,,3.896,3.843,,,0.088,
146,111,16206,,3.903,3.848,,,0.084,
121,134,16214,,4.024,3.971,,,0.064,
134,121,16214,,3.975,3.924,,,0.087,
115,141,16215,,3.744,3.691,,,0.071,
141,115,16215,,4.083,4.027,,,0.124,
122,133,16226,,4.047,3.996,,,0.067,
133,122,16226,,3.912,3.855,,,0.064,
123,132,16236,,3.831,3.78,,,0.087,
132,123,16236,,4.252,4.195,,,0.079,
112,145,16240,,3.711,3.659,,,0.124,
116,140,16240,,3.888,3.831,,,0.064,
140,116,16240,,4.163,4.108,,,0.12,
145,112,16240,,3.92,3.868,,,0.067,
109,149,16241,,3.807,3.752,,,0.123,
149,109,16241,,4.144,4.091,,,0.064,
124,131,16244,,3.856,3.804,,,0.099,
131,124,16244,,3.871,3.823,,,0.087,
125,130,16250,,4.012,3.959,,,0.084,
130,125,16250,,4.036,3.984,,,0.067,
126,129,16254,,3.796,3.744,,,0.087,
129,126,16254,,4.067,4.015,,,0.075,
127,128,16256,,3.835,3.783,,,0.119,
128,127,16256,,3.639,3.587,,,0.063,
117,139,16263,,3.636,3.583,,,0.096,
139,117,16263,,3.939,3.887,,,0.087,
113,144,16272,,3.556,3.508,,,0.079,
144,113,16272,,3.659,3.608,,,0.119,
110,148,16280,,3.835,3.783,,,0.068,
148,110,16280,,3.788,3.74,,,0.087,
118,138,16284,,3.623,3.572,,,0.091,
138,118,16284,,3.788,3.736,,,0.083,
114,143,16302,,3.756,3.707,,,0.059,
143,114,16302,,3.56,3.512,,,0.087,
119,137,16303,,3.768,3.716,,,0.119,
137,119,16303,,3.935,3.887,,,0.135,
111,147,16317,,3.644,3.592,,,0.064,
147,111,16317,,3.664,3.608,,,0.088,
120,136,16320,,3.939,3.891,,,0.087,
136,120,16320,,3.524,3.472,,,0.119,
115,142,16330,,3.655,3.603,,,0.068,
142,115,16330,,3.867,3.816,,,0.067,
121,135,16335,,3.768,3.719,,,0.087,
135,121,16335,,3.599,3.551,,,0.096,
122,134,16348,,3.896,3.843,,,0.124,
134,122,16348,,3.711,3.652,,,0.067,
109,150,16350,,3.56,3.511,,,0.119,
150,109,16350,,3.791,3.74,,,0.091,
112,146,16352,,3.871,3.819,,,0.091,
146,112,16352,,3.656,3.603,,,0.067,
116,141,16356,,3.639,3.583,,,0.087,
141,116,16356,,4.063,4.011,,,0.079,
123,133,16359,,3.536,3.483,,,0.12,
133,123,16359,,3.639,3.588,,,0.067,
124,132,16368,,3.947,3.896,,,0.119,
132,124,16368,,3.632,3.579,,,0.067,
125,131,16375,,3.659,3.608,,,0.12,
131,125,16375,,4.011,3.96,,,0.1,
117,140,16380,,3.572,3.524,,,0.067,
126,130,16380,,3.659,3.608,,,0.088,
130,126,16380,,3.915,3.867,,,0.083,
140,117,16380,,3.603,3.551,,,0.119,
127,129,16383,,3.62,3.572,,,0.067,
129,127,16383,,3.927,3.876,,,0.111,
128,128,16384,,3.695,3.647,,,0.087,
113,145,16385,,3.639,3.587,,,0.087,
145,113,16385,,3.872,3.819,,,0.063,
110,149,16390,,3.691,3.639,,,0.067,
149,110,16390,,3.639,3.587,,,0.084,
118,139,16402,,3.796,3.743,,,0.092,
139,118,16402,,3.916,3.86,,,0.112,
114,144,16416,,3.623,3.572,,,0.067,
144,114,16416,,3.779,3.728,,,0.087,
119,138,16422,,3.943,3.896,,,0.08,
138,119,16422,,3.568,3.515,,,0.119,
111,148,16428,,3.62,3.567,,,0.067,
148,111,16428,,3.959,3.912,,,0.072,
120,137,16440,,3.704,3.647,,,0.092,
137,120,16440,,3.668,3.616,,,0.067,
115,143,16445,,3.876,3.824,,,0.115,
143,115,16445,,3.711,3.664,,,0.064,
121,136,16456,,3.628,3.58,,,0.087,
136,121,16456,,3.835,3.788,,,0.091,
112,147,16464,,3.824,3.776,,,0.079,
147,112,16464,,3.655,3.603,,,0.067,
122,135,16470,,3.847,3.796,,,0.087,
135,122,16470,,3.863,3.812,,,0.076,
116,142,16472,,3.648,3.595,,,0.119,
142,116,16472,,3.731,3.68,,,0.064,
123,134,16482,,3.984,3.932,,,0.096,
134,123,16482,,3.619,3.572,,,0.096,
124,133,16492,,3.704,3.651,,,0.079,
133,124,16492,,3.903,3.852,,,0.124,
117,141,16497,,3.795,3.739,,,0.063,
141,117,16497,,3.659,3.608,,,0.096,
113,146,16498,,3.855,3.804,,,0.092,
146,113,16498,,3.783,3.735,,,0.084,
110,150,16500,,3.608,3.559,,,0.064,
125,132,16500,,3.847,3.796,,,0.084,
132,125,16500,,3.876,3.823,,,0.071,
150,110,16500,,3.724,3.672,,,0.119,
126,131,16506,,3.732,3.688,,,0.092,
131,126,16506,,3.991,3.94,,,0.067,
127,130,16510,,3.56,3.508,,,0.087,
130,127,16510,,3.716,3.664,,,0.076,
128,129,16512,,3.995,3.943,,,0.119,
129,128,16512,,3.7,3.648,,,0.063,
118,140,16520,,3.652,3.599,,,0.091,
140,118,16520,,3.927,3.876,,,0.091,
114,145,16530,,3.691,3.644,,,0.079,
145,114,16530,,3.656,3.603,,,0.124,
111,149,16539,,3.859,3.808,,,0.063,
149,111,16539,,3.911,3.86,,,0.099,
119,139,16541,,3.656,3.603,,,0.087,
139,119,16541,,3.831,3.78,,,0.084,
115,144,16560,,3.948,3.895,,,0.064,
120,138,16560,,3.56,3.507,,,0.088,
138,120,16560,,3.711,3.659,,,0.132,
144,115,16560,,4.011,3.956,,,0.067,
112,148,16576,,3.704,3.648,,,0.124,
148,112,16576,,3.687,3.636,,,0.064,
121,137,16577,,4.064,4.007,,,0.096,
137,121,16577,,3.547,3.495,,,0.092,
116,143,16588,,3.691,3.64,,,0.084,
143,116,16588,,3.912,3.864,,,0.067,
122,136,16592,,3.772,3.711,,,0.084,
136,122,16592,,3.655,3.608,,,0.076,
123,135,16605,,3.927,3.871,,,0.111,
135,123,16605,,3.835,3.779,,,0.087,
113,147,16611,,3.647,3.596,,,0.064,
147,113,16611,,3.912,3.863,,,0.084,
117,142,16614,,3.828,3.775,,,0.072,
142,117,16614,,3.687,3.628,,,0.115,
124,134,16616,,3.84,3.788,,,0.067,
134,124,16616,,3.987,3.932,,,0.087,
125,133,16625,,3.68,3.627,,,0.088,
133,125,16625,,3.78,3.727,,,0.076,
126,132,16632,,4.003,3.952,,,0.115,
132,126,16632,,3.667,3.615,,,0.063,
127,131,16637,,3.7,3.648,,,0.079,
131,127,16637,,3.959,3.908,,,0.087,
118,141,16638,,3.827,3.775,,,0.115,
141,118,16638,,3.72,3.668,,,0.067,
128,130,16640,,3.867,3.819,,,0.063,
130,128,16640,,3.844,3.792,,,0.087,
129,129,16641,,3.627,3.576,,,0.091,
114,146,16644,,3.847,3.792,,,0.115,
146,114,16644,,4.,3.948,,,0.067,
111,150,16650,,3.68,3.628,,,0.128,
150,111,16650,,3.768,3.716,,,0.087,
119,140,16660,,4.027,3.975,,,0.087,
140,119,16660,,3.632,3.579,,,0.112,
115,145,16675,,3.707,3.655,,,0.064,
145,115,16675,,4.06,4.011,,,0.104,
120,139,16680,,3.728,3.675,,,0.087,
139,120,16680,,3.731,3.68,,,0.087,
112,149,16688,,4.056,4.004,,,0.063,
149,112,16688,,3.612,3.563,,,0.084,
121,138,16698,,3.707,3.655,,,0.076,
138,121,16698,,3.959,3.908,,,0.112,
116,144,16704,,3.8,3.743,,,0.1,
144,116,16704,,3.684,3.628,,,0.064,
122,137,16714,,3.963,3.908,,,0.084,
137,122,16714,,3.779,3.727,,,0.08,
113,148,16724,,3.68,3.623,,,0.12,
148,113,16724,,3.903,3.855,,,0.104,
123,136,16728,,3.891,3.835,,,0.064,
136,123,16728,,3.716,3.664,,,0.084,
117,143,16731,,3.876,3.824,,,0.084,
143,117,16731,,3.968,3.916,,,0.115,
124,135,16740,,3.703,3.655,,,0.067,
135,124,16740,,3.832,3.776,,,0.111,
125,134,16750,,3.992,3.939,,,0.087,
134,125,16750,,3.684,3.628,,,0.1,
118,142,16756,,3.739,3.688,,,0.115,
142,118,16756,,4.123,4.072,,,0.067,
114,147,16758,,3.7,3.647,,,0.087,
126,133,16758,,3.752,3.695,,,0.091,
133,126,16758,,3.975,3.924,,,0.067,
147,114,16758,,3.711,3.664,,,0.115,
127,132,16764,,3.724,3.672,,,0.067,
132,127,16764,,3.971,3.919,,,0.091,
128,131,16768,,3.863,3.816,,,0.099,
131,128,16768,,3.707,3.655,,,0.08,
129,130,16770,,3.963,3.912,,,0.067,
130,129,16770,,3.804,3.756,,,0.087,
119,141,16779,,3.691,3.639,,,0.076,
141,119,16779,,3.923,3.871,,,0.12,
115,146,16790,,3.932,3.876,,,0.092,
146,115,16790,,3.763,3.711,,,0.067,
112,150,16800,,3.844,3.788,,,0.084,
120,140,16800,,4.015,3.963,,,0.076,
140,120,16800,,3.644,3.592,,,0.12,
150,112,16800,,3.768,3.716,,,0.096,
121,139,16819,,4.036,3.984,,,0.067,
139,121,16819,,3.788,3.735,,,0.087,
116,145,16820,,3.727,3.671,,,0.076,
145,116,16820,,4.136,4.087,,,0.119,
122,138,16836,,3.6,3.547,,,0.096,
138,122,16836,,3.763,3.711,,,0.064,
113,149,16837,,4.008,3.956,,,0.088,
149,113,16837,,3.759,3.707,,,0.079,
117,144,16848,,3.719,3.668,,,0.124,
144,117,16848,,4.127,4.067,,,0.067,
123,137,16851,,3.672,3.619,,,0.096,
137,123,16851,,3.759,3.704,,,0.087,
124,136,16864,,4.067,4.015,,,0.08,
136,124,16864,,3.648,3.595,,,0.124,
114,148,16872,,3.783,3.727,,,0.068,
148,114,16872,,4.104,4.051,,,0.099,
118,143,16874,,3.736,3.683,,,0.087,
143,118,16874,,3.783,3.731,,,0.08,
125,135,16875,,4.056,4.,,,0.124,
135,125,16875,,3.623,3.572,,,0.067,
126,134,16884,,3.775,3.72,,,0.096,
134,126,16884,,4.103,4.051,,,0.087,
127,133,16891,,3.763,3.711,,,0.084,
133,127,16891,,3.755,3.704,,,0.124,
128,132,16896,,4.103,4.048,,,0.067,
132,128,16896,,3.628,3.579,,,0.099,
119,142,16898,,3.736,3.68,,,0.087,
142,119,16898,,4.131,4.08,,,0.083,
129,131,16899,,3.744,3.691,,,0.119,
131,129,16899,,3.756,3.704,,,0.067,
130,130,16900,,4.108,4.051,,,0.096,
115,147,16905,,3.675,3.619,,,0.091,
147,115,16905,,3.775,3.724,,,0.079,
120,141,16920,,4.095,4.04,,,0.067,
141,120,16920,,3.731,3.683,,,0.067,
116,146,16936,,3.783,3.728,,,0.071,
146,116,16936,,4.132,4.079,,,0.088,
121,140,16940,,3.711,3.655,,,0.079,
140,121,16940,,3.804,3.752,,,0.067,
113,150,16950,,4.047,3.996,,,0.087,
150,113,16950,,3.7,3.647,,,0.071,
122,139,16958,,3.772,3.719,,,0.115,
139,122,16958,,4.275,4.22,,,0.084,
117,145,16965,,4.024,3.971,,,0.067,
145,117,16965,,4.191,4.135,,,0.079,
123,138,16974,,4.34,4.283,,,0.107,
138,123,16974,,3.923,3.871,,,0.12,
114,149,16986,,4.067,4.011,,,0.115,
149,114,16986,,4.452,4.395,,,0.067,
124,137,16988,,4.056,4.,,,0.135,
137,124,16988,,4.023,3.968,,,0.087,
118,144,16992,,4.404,4.343,,,0.096,
144,118,16992,,3.971,3.92,,,0.115,
125,136,17000,,4.087,4.031,,,0.067,
136,125,17000,,4.384,4.327,,,0.124,
126,135,17010,,4.083,4.023,,,0.087,
135,126,17010,,4.031,3.976,,,0.084,
119,143,17017,,4.279,4.224,,,0.12,
143,119,17017,,4.148,4.092,,,0.071,
127,134,17018,,4.06,4.007,,,0.112,
134,127,17018,,4.263,4.211,,,0.084,
115,148,17020,,4.168,4.108,,,0.083,
148,115,17020,,4.067,4.011,,,0.119,
128,133,17024,,4.259,4.204,,,0.067,
133,128,17024,,4.172,4.115,,,0.111,
129,132,17028,,4.076,4.02,,,0.083,
132,129,17028,,4.252,4.195,,,0.084,
130,131,17030,,4.187,4.132,,,0.119,
131,130,17030,,4.012,3.959,,,0.072,
120,142,17040,,4.275,4.22,,,0.112,
142,120,17040,,4.247,4.195,,,0.087,
116,147,17052,,4.079,4.02,,,0.179,
147,116,17052,,4.231,4.18,,,0.063,
121,141,17061,,4.288,4.227,,,0.067,
141,121,17061,,4.004,3.952,,,0.084,
122,140,17080,,4.159,4.103,,,0.087,
140,122,17080,,4.44,4.387,,,0.115,
117,146,17082,,4.116,4.059,,,0.087,
146,117,17082,,4.095,4.044,,,0.067,
123,139,17097,,4.311,4.259,,,0.083,
139,123,17097,,4.084,4.031,,,0.067,
114,150,17100,,4.103,4.047,,,0.112,
150,114,17100,,4.324,4.268,,,0.088,
118,145,17110,,4.215,4.159,,,0.067,
145,118,17110,,4.067,4.015,,,0.08,
124,138,17112,,4.336,4.276,,,0.076,
138,124,17112,,4.087,4.031,,,0.111,
125,137,17125,,4.096,4.039,,,0.087,
137,125,17125,,4.327,4.276,,,0.067,
115,149,17135,,4.216,4.159,,,0.083,
149,115,17135,,4.079,4.024,,,0.071,
119,144,17136,,4.296,4.239,,,0.124,
126,136,17136,,4.171,4.12,,,0.087,
136,126,17136,,4.072,4.015,,,0.067,
144,119,17136,,4.288,4.235,,,0.067,
127,135,17145,,4.283,4.224,,,0.072,
135,127,17145,,4.072,4.015,,,0.087,
128,134,17152,,4.283,4.223,,,0.076,
134,128,17152,,4.299,4.244,,,0.115,
129,133,17157,,4.036,3.979,,,0.068,
133,129,17157,,4.159,4.103,,,0.087,
120,143,17160,,4.396,4.34,,,0.083,
130,132,17160,,4.119,4.063,,,0.079,
132,130,17160,,4.087,4.031,,,0.12,
143,120,17160,,4.484,4.427,,,0.067,
131,131,17161,,4.067,4.011,,,0.091,
116,148,17168,,4.092,4.04,,,0.091,
148,116,17168,,4.447,4.391,,,0.08,
121,142,17182,,4.031,3.975,,,0.124,
142,121,17182,,4.136,4.079,,,0.071,
117,147,17199,,4.396,4.34,,,0.092,
147,117,17199,,4.144,4.087,,,0.088,
122,141,17202,,4.243,4.188,,,0.079,
141,122,17202,,4.348,4.295,,,0.119,
123,140,17220,,3.995,3.943,,,0.067,
140,123,17220,,4.155,4.1,,,0.096,
118,146,17228,,4.479,4.424,,,0.087,
146,118,17228,,4.159,4.104,,,0.076,
124,139,17236,,4.148,4.092,,,0.116,
139,124,17236,,4.452,4.395,,,0.067,
115,150,17250,,4.008,3.956,,,0.096,
125,138,17250,,4.208,4.151,,,0.087,
138,125,17250,,4.463,4.407,,,0.08,
150,115,17250,,4.179,4.119,,,0.119,
119,145,17255,,4.119,4.063,,,0.091,
145,119,17255,,4.495,4.44,,,0.067,
126,137,17262,,3.995,3.939,,,0.084,
137,126,17262,,4.223,4.168,,,0.08,
127,136,17272,,4.463,4.412,,,0.115,
136,127,17272,,4.123,4.067,,,0.088,
120,144,17280,,4.099,4.044,,,0.072,
128,135,17280,,4.475,4.42,,,0.084,
135,128,17280,,4.047,3.996,,,0.072,
144,120,17280,,4.136,4.083,,,0.115,
116,149,17284,,4.408,4.355,,,0.087,
149,116,17284,,4.168,4.111,,,0.067,
129,134,17286,,4.095,4.04,,,0.084,
134,129,17286,,4.476,4.419,,,0.076,
130,133,17290,,4.039,3.984,,,0.115,
133,130,17290,,4.148,4.092,,,0.115,
131,132,17292,,4.424,4.367,,,0.072,
132,131,17292,,4.083,4.024,,,0.067,
121,143,17303,,4.123,4.067,,,0.084,
143,121,17303,,4.479,4.423,,,0.175,
117,148,17316,,4.072,4.015,,,0.067,
148,117,17316,,4.271,4.216,,,0.124,
122,142,17324,,4.424,4.371,,,0.067,
142,122,17324,,4.067,4.011,,,0.127,
123,141,17343,,4.132,4.076,,,0.088,
141,123,17343,,4.527,4.472,,,0.087,
118,147,17346,,4.132,4.08,,,0.119,
147,118,17346,,4.227,4.168,,,0.068,
124,140,17360,,4.412,4.355,,,0.112,
140,124,17360,,4.039,3.984,,,0.084,
119,146,17374,,4.236,4.18,,,0.087,
146,119,17374,,4.491,4.436,,,0.115,
125,139,17375,,4.164,4.108,,,0.104,
139,125,17375,,4.128,4.067,,,0.072,
126,138,17388,,4.503,4.448,,,0.087,
138,126,17388,,4.064,4.007,,,0.083,
127,137,17399,,4.155,4.103,,,0.119,
137,127,17399,,4.495,4.444,,,0.103,
116,150,17400,,4.167,4.116,,,0.067,
120,145,17400,,4.128,4.076,,,0.084,
145,120,17400,,4.531,4.476,,,0.08,
150,116,17400,,4.076,4.02,,,0.115,
128,136,17408,,4.216,4.159,,,0.107,
136,128,17408,,4.471,4.416,,,0.115,
129,135,17415,,4.148,4.091,,,0.067,
135,129,17415,,4.191,4.136,,,0.115,
130,134,17420,,4.463,4.407,,,0.088,
134,130,17420,,4.175,4.115,,,0.087,
131,133,17423,,5.263,5.211,,,0.12,
133,131,17423,,4.484,4.427,,,0.067,
121,144,17424,,4.091,4.04,,,0.084,
132,132,17424,,4.1,4.043,,,0.092,
144,121,17424,,4.484,4.427,,,0.071,
117,149,17433,,4.187,4.128,,,0.115,
149,117,17433,,4.187,4.132,,,0.096,
122,143,17446,,4.492,4.432,,,0.067,
143,122,17446,,4.059,4.008,,,0.087,
118,148,17464,,4.231,4.171,,,0.076,
148,118,17464,,4.544,4.484,,,0.127,
123,142,17466,,4.172,4.115,,,0.096,
142,123,17466,,4.268,4.208,,,0.067,
124,141,17484,,4.536,4.479,,,0.084,
141,124,17484,,4.099,4.047,,,0.076,
119,147,17493,,4.2,4.144,,,0.111,
147,119,17493,,4.508,4.451,,,0.091,
125,140,17500,,4.203,4.148,,,0.119,
140,125,17500,,5.371,5.312,,,0.067,
126,139,17514,,4.472,4.411,,,0.092,
139,126,17514,,4.027,3.972,,,0.084,
120,146,17520,,4.152,4.095,,,0.079,
146,120,17520,,4.563,4.504,,,0.119,
127,138,17526,,4.175,4.12,,,0.067,
138,127,17526,,4.315,4.26,,,0.096,
128,137,17536,,4.54,4.484,,,0.083,
137,128,17536,,4.132,4.075,,,0.079,
129,136,17544,,4.211,4.155,,,0.115,
136,129,17544,,4.556,4.504,,,0.096,
121,145,17545,,4.179,4.123,,,0.068,
145,121,17545,,4.256,4.199,,,0.084,
117,150,17550,,4.495,4.44,,,0.076,
130,135,17550,,4.159,4.1,,,0.115,
135,130,17550,,4.18,4.123,,,0.087,
150,117,17550,,4.527,4.472,,,0.116,
131,134,17554,,4.156,4.095,,,0.071,
134,131,17554,,4.268,4.216,,,0.084,
132,133,17556,,4.551,4.495,,,0.087,
133,132,17556,,4.168,4.112,,,0.079,
122,144,17568,,4.152,4.099,,,0.119,
144,122,17568,,4.556,4.5,,,0.067,
118,149,17582,,4.136,4.079,,,0.096,
149,118,17582,,5.423,5.367,,,0.087,
123,143,17589,,4.56,4.504,,,0.076,
143,123,17589,,4.056,4.,,,0.119,
124,142,17608,,4.216,4.159,,,0.092,
142,124,17608,,4.528,4.475,,,0.072,
119,148,17612,,4.144,4.087,,,0.084,
148,119,17612,,4.271,4.216,,,0.076,
125,141,17625,,4.559,4.504,,,0.115,
141,125,17625,,4.208,4.147,,,0.087,
120,147,17640,,4.307,4.247,,,0.119,
126,140,17640,,4.511,4.463,,,0.071,
140,126,17640,,4.168,4.112,,,0.091,
147,120,17640,,4.332,4.275,,,0.087,
127,139,17653,,4.559,4.504,,,0.08,
139,127,17653,,4.24,4.184,,,0.119,
128,138,17664,,4.288,4.223,,,0.115,
138,128,17664,,4.567,4.511,,,0.072,
121,146,17666,,4.147,4.092,,,0.132,
146,121,17666,,4.328,4.272,,,0.088,
129,137,17673,,4.556,4.496,,,0.099,
137,129,17673,,4.22,4.159,,,0.119,
130,136,17680,,4.376,4.315,,,0.072,
136,130,17680,,4.548,4.487,,,0.067,
131,135,17685,,4.163,4.108,,,0.087,
135,131,17685,,4.228,4.164,,,0.088,
132,134,17688,,4.596,4.54,,,0.119,
134,132,17688,,4.203,4.144,,,0.107,
133,133,17689,,4.38,4.324,,,0.071,
122,145,17690,,4.572,4.511,,,0.08,
145,122,17690,,4.18,4.123,,,0.08,
118,150,17700,,4.315,4.259,,,0.112,
150,118,17700,,4.54,4.479,,,0.104,
123,144,17712,,4.191,4.132,,,0.124,
144,123,17712,,4.384,4.328,,,0.071,
119,149,17731,,4.579,4.524,,,0.107,
149,119,17731,,4.272,4.216,,,0.087,
124,143,17732,,4.256,4.2,,,0.087,
143,124,17732,,4.596,4.544,,,0.119,
125,142,17750,,4.216,4.155,,,0.104,
142,125,17750,,4.315,4.255,,,0.072,
120,148,17760,,4.556,4.5,,,0.084,
