n,Rewrite_for,rewriting,rewriting (vm only),cbv,lazy,vm_compute,native(1)(real),native(2)(real),cbn,simpl
2,0.54,0.048,0.004,0.,0.,0.,0.123,0.141,0.,0.004
3,0.399,0.048,0.004,0.,0.,0.,0.118,0.137,0.036,0.032
5,0.403,0.048,0.004,0.,0.,0.,0.103,0.194,0.008,0.008
7,0.419,0.059,0.016,0.,0.,0.,0.129,0.148,0.02,0.02
9,0.411,0.051,0.008,0.,0.,0.,0.13,0.152,0.107,0.111
11,0.416,0.056,0.004,0.,0.028,0.,0.149,0.101,0.064,0.06
13,0.403,0.052,0.008,0.,0.,0.,0.093,0.11,0.091,0.087
15,0.403,0.051,0.007,0.,0.,0.,0.134,0.174,0.14,0.136
17,0.408,0.051,0.008,0.,0.,0.,0.129,0.149,0.172,0.176
19,0.399,0.048,0.008,0.,0.,0.,0.112,0.094,0.235,0.235
21,0.419,0.052,0.008,0.,0.004,0.,0.11,0.156,0.308,0.312
23,0.408,0.052,0.008,0.,0.,0.004,0.124,0.099,0.391,0.395
25,0.403,0.044,0.012,0.,0.003,0.,0.096,0.093,0.451,0.476
27,0.416,0.059,0.019,0.,0.,0.,0.093,0.091,0.568,0.584
29,0.424,0.06,0.012,0.004,0.004,0.,0.092,0.111,0.667,0.687
31,0.424,0.06,0.016,0.,0.,0.,0.091,0.09,0.819,0.839
33,0.427,0.055,0.011,0.,0.,0.,0.112,0.132,0.895,0.988
35,0.419,0.056,0.016,0.,0.004,0.,0.139,0.104,1.088,1.171
37,0.419,0.06,0.016,0.,0.,0.,0.094,0.115,1.235,1.335
39,0.427,0.071,0.032,0.004,0.,0.,0.143,0.134,1.484,1.556
41,0.424,0.06,0.016,0.004,0.004,0.,0.154,0.137,1.744,1.924
43,0.431,0.064,0.019,0.,0.004,0.,0.131,0.128,1.915,2.072
45,0.44,0.06,0.02,0.,0.004,0.,0.147,0.266,2.196,2.308
47,0.447,0.087,0.044,0.004,0.004,0.,0.112,0.131,2.484,2.588
49,0.419,0.067,0.019,0.004,0.076,0.,0.137,0.107,2.58,2.875
51,0.54,0.08,0.028,0.004,0.004,0.,0.098,0.155,2.984,3.212
53,0.419,0.068,0.02,0.076,0.004,0.,0.127,0.124,3.26,3.503
55,0.415,0.064,0.02,0.004,0.004,0.,0.101,0.152,3.708,3.955
57,0.408,0.06,0.024,0.004,0.004,0.004,0.111,0.123,4.003,4.3
59,0.415,0.06,0.02,0.003,0.004,0.,0.13,0.139,4.44,4.672
61,0.407,0.064,0.024,0.004,0.004,0.,0.099,0.097,4.868,5.235
63,0.415,0.064,0.024,0.004,0.004,0.,0.112,0.136,5.443,5.88
65,0.432,0.076,0.032,0.004,0.004,0.,0.126,0.157,5.564,6.379
67,0.431,0.072,0.027,0.,0.008,0.,0.14,0.128,6.164,7.004
69,0.432,0.067,0.027,0.004,0.004,0.,0.105,0.096,6.731,7.672
71,0.427,0.08,0.035,0.004,0.004,0.,0.096,0.124,7.547,8.275
73,0.423,0.075,0.027,0.008,0.004,0.,0.119,0.099,8.288,8.944
75,0.424,0.072,0.027,0.004,0.004,0.,0.112,0.142,9.131,9.647
77,0.419,0.072,0.032,0.004,0.004,0.,0.107,0.117,9.908,10.567
79,0.424,0.067,0.027,0.004,0.008,0.,0.137,0.119,10.82,11.408
81,0.463,0.092,0.052,0.008,0.008,0.,0.141,0.131,10.828,11.768
83,0.44,0.08,0.032,0.004,0.003,0.,0.137,0.117,11.728,12.6
85,0.451,0.092,0.048,0.004,0.004,0.,0.144,0.126,12.732,13.576
87,0.435,0.08,0.032,0.004,0.004,0.,0.137,0.149,13.883,14.74
89,0.439,0.076,0.035,0.004,0.008,0.004,0.134,0.139,14.46,15.516
91,0.432,0.08,0.032,0.004,0.008,0.,0.157,0.138,15.911,16.775
93,0.428,0.076,0.035,0.008,0.008,0.,0.133,0.107,16.908,18.072
95,0.439,0.083,0.044,0.008,0.004,0.,0.127,0.17,18.188,19.227
97,0.451,0.088,0.035,0.008,0.008,0.071,0.131,0.132,18.195,19.708
99,0.46,0.1,0.06,0.008,0.008,0.,0.131,0.103,19.623,21.02
101,0.439,0.084,0.036,0.008,0.008,0.,0.101,0.098,20.747,22.036
103,0.468,0.099,0.06,0.008,0.008,0.004,0.156,0.114,22.135,23.407
105,0.443,0.087,0.039,0.008,0.008,0.,0.103,0.097,23.376,24.8
107,0.468,0.099,0.059,0.008,0.012,0.,0.097,0.098,24.84,26.167
109,0.44,0.084,0.044,0.004,0.012,0.004,0.097,0.096,26.195,27.54
111,0.439,0.087,0.043,0.008,0.012,0.,0.121,0.136,28.171,29.427
113,0.444,0.087,0.047,0.008,0.012,0.,0.103,0.118,28.519,30.435
115,0.443,0.087,0.044,0.004,0.012,0.,0.137,0.103,30.72,32.335
117,0.46,0.1,0.06,0.007,0.012,0.,0.146,0.13,32.488,34.279
119,0.431,0.083,0.044,0.012,0.012,0.,0.139,0.107,34.639,36.1
121,0.44,0.083,0.044,0.008,0.011,0.,0.114,0.102,36.024,37.768
123,0.451,0.1,0.059,0.008,0.012,0.,0.097,0.095,38.247,39.824
125,0.448,0.092,0.044,0.008,0.012,0.,0.095,0.154,40.192,41.764
127,0.463,0.099,0.059,0.008,0.012,0.,0.127,0.15,42.175,43.711
129,0.46,0.103,0.059,0.008,0.012,0.004,0.127,0.1,42.984,46.187
131,0.448,0.096,0.051,0.008,0.016,0.,0.151,0.111,45.235,48.344
133,0.443,0.091,0.056,0.012,0.012,0.,0.107,0.119,47.567,50.68
135,0.455,0.108,0.068,0.008,0.012,0.,0.101,0.098,50.163,53.155
137,0.455,0.096,0.052,0.008,0.012,0.004,0.11,0.139,51.323,54.952
139,0.46,0.103,0.064,0.008,0.012,0.,0.119,0.153,54.079,57.196
141,0.471,0.112,0.072,0.008,0.016,0.,0.137,0.137,56.795,60.139
143,0.472,0.103,0.059,0.012,0.012,0.,0.111,0.118,59.995,62.907
145,0.46,0.1,0.056,0.012,0.016,0.,0.14,0.145,61.364,64.987
147,0.46,0.099,0.064,0.012,0.016,0.,0.117,0.132,64.96,67.911
149,0.48,0.115,0.076,0.012,0.016,0.,0.136,0.136,67.076,70.296
151,0.46,0.108,0.068,0.012,0.016,0.,0.133,0.129,,
153,0.455,0.103,0.056,0.012,0.02,0.004,0.1,0.126,,
155,0.475,0.115,0.08,0.012,0.02,0.,0.136,0.157,,
157,0.491,0.128,0.088,0.016,0.02,0.,0.149,0.137,,
159,0.5,0.135,0.091,0.016,0.024,0.,0.104,0.099,,
161,0.48,0.124,0.08,0.012,0.019,0.,0.099,0.102,,
163,0.468,0.108,0.064,0.012,0.016,0.,0.124,0.14,,
165,0.463,0.099,0.064,0.012,0.02,0.,0.147,0.11,,
167,0.463,0.108,0.072,0.016,0.024,0.004,0.127,0.135,,
169,0.468,0.115,0.076,0.015,0.02,0.004,0.1,0.108,,
171,0.472,0.123,0.079,0.016,0.024,0.004,0.12,0.142,,
173,0.483,0.123,0.076,0.012,0.023,0.004,0.112,0.098,,
175,0.488,0.123,0.08,0.016,0.024,0.,0.132,0.151,,
177,0.475,0.12,0.071,0.012,0.024,0.,0.136,0.132,,
179,0.475,0.115,0.071,0.016,0.02,0.,0.131,0.126,,
181,0.472,0.12,0.076,0.016,0.028,0.,0.14,0.137,,
183,0.463,0.115,0.076,0.015,0.024,0.,0.105,0.126,,
185,0.468,0.119,0.079,0.016,0.024,0.,0.132,0.104,,
187,0.484,0.119,0.071,0.016,0.032,0.,0.152,0.123,,
189,0.479,0.119,0.079,0.02,0.028,0.,0.105,0.099,,
191,0.472,0.119,0.076,0.02,0.024,0.,0.099,0.098,,
193,0.475,0.124,0.083,0.02,0.024,0.,0.102,0.099,,
195,0.484,0.131,0.079,0.02,0.028,0.004,0.113,0.099,,
197,0.484,0.128,0.084,0.016,0.028,0.004,0.1,0.099,,
199,0.48,0.128,0.087,0.016,0.032,0.004,0.093,0.095,,
201,0.515,0.144,0.1,0.02,0.028,0.004,0.095,0.153,,
203,0.503,0.143,0.1,0.016,0.028,0.,0.113,0.098,,
205,0.487,0.14,0.099,0.02,0.027,0.,0.093,0.093,,
207,0.491,0.14,0.1,0.02,0.028,0.,0.091,0.093,,
209,0.487,0.14,0.1,0.02,0.032,0.,0.109,0.143,,
211,0.496,0.139,0.103,0.02,0.032,0.,0.108,0.097,,
213,0.503,0.148,0.108,0.02,0.028,0.,0.097,0.098,,
215,0.503,0.139,0.088,0.02,0.032,0.004,0.098,0.099,,
217,0.519,0.152,0.107,0.02,0.032,0.004,0.114,0.142,,
219,0.487,0.131,0.091,0.02,0.032,0.004,0.166,0.149,,
221,0.496,0.136,0.096,0.023,0.036,0.004,0.112,0.098,,
223,0.491,0.135,0.1,0.019,0.04,0.004,0.132,0.117,,
225,0.492,0.139,0.099,0.019,0.036,0.,0.13,0.132,,
227,0.484,0.14,0.095,0.024,0.032,0.,0.101,0.1,,
229,0.511,0.147,0.1,0.02,0.036,0.,0.1,0.102,,
231,0.5,0.148,0.103,0.02,0.036,0.,0.1,0.1,,
233,0.487,0.136,0.1,0.024,0.04,0.004,0.1,0.099,,
235,0.5,0.14,0.1,0.024,0.035,0.,0.148,0.13,,
237,0.503,0.143,0.103,0.024,0.044,0.,0.118,0.131,,
239,0.5,0.147,0.107,0.024,0.04,0.,0.131,0.103,,
241,0.495,0.147,0.103,0.024,0.044,0.004,0.098,0.099,,
243,0.503,0.148,0.108,0.024,0.04,0.,0.101,0.105,,
245,0.508,0.152,0.107,0.028,0.048,0.,0.11,0.117,,
247,0.496,0.147,0.107,0.024,0.04,0.004,0.15,0.159,,
249,0.5,0.148,0.108,0.028,0.048,0.004,0.166,0.111,,
251,0.503,0.147,0.112,0.024,0.044,0.,0.152,0.143,,
253,0.512,0.159,0.111,0.028,0.048,0.,0.127,0.153,,
255,0.519,0.164,0.115,0.027,0.044,0.004,0.108,0.098,,
257,0.524,0.164,0.119,0.027,0.048,0.,0.1,0.099,,
259,0.516,0.155,0.111,0.027,0.048,0.,0.127,0.138,,
261,0.515,0.152,0.115,0.027,0.048,0.004,0.116,0.098,,
263,0.507,0.151,0.115,0.031,0.048,0.,0.097,0.097,,
265,0.536,0.167,0.128,0.032,0.048,0.004,0.151,0.121,,
267,0.519,0.16,0.115,0.032,0.052,0.,0.152,0.149,,
269,0.556,0.171,0.128,0.032,0.048,0.,0.136,0.102,,
271,0.527,0.164,0.12,0.032,0.056,0.004,0.1,0.099,,
273,0.527,0.164,0.119,0.032,0.048,0.,0.132,0.136,,
275,0.519,0.164,0.12,0.032,0.052,0.004,0.104,0.128,,
277,0.52,0.159,0.123,0.032,0.056,0.004,0.128,0.116,,
279,0.512,0.159,0.119,0.036,0.06,0.,0.097,0.098,,
281,0.527,0.163,0.123,0.032,0.052,0.004,0.097,0.096,,
283,0.527,0.171,0.128,0.032,0.056,0.,0.097,0.098,,
285,0.527,0.171,0.128,0.035,0.067,0.004,0.12,0.136,,
287,0.528,0.163,0.128,0.032,0.056,0.,0.154,0.139,,
289,0.519,0.164,0.124,0.036,0.06,0.004,0.158,0.13,,
291,0.519,0.167,0.128,0.036,0.064,0.,0.106,0.158,,
293,0.524,0.167,0.128,0.032,0.059,0.004,0.128,0.144,,
295,0.532,0.167,0.128,0.036,0.067,0.,0.113,0.157,,
297,0.539,0.176,0.132,0.036,0.059,0.004,0.12,0.117,,
299,0.527,0.167,0.128,0.04,0.06,0.,0.143,0.109,,
301,0.524,0.172,0.131,0.036,0.072,0.004,0.127,0.142,,
303,0.539,0.183,0.143,0.04,0.067,0.004,0.108,0.151,,
305,0.535,0.179,0.14,0.036,0.067,0.,0.145,0.136,,
307,0.54,0.179,0.14,0.036,0.064,0.004,0.137,0.14,,
309,0.548,0.183,0.14,0.039,0.08,0.,0.13,0.109,,
311,0.543,0.179,0.136,0.04,0.064,0.,0.145,0.121,,
313,0.564,0.192,0.147,0.04,0.067,0.004,0.105,0.175,,
315,0.543,0.183,0.147,0.039,0.072,0.,0.141,0.136,,
317,0.548,0.188,0.152,0.04,0.076,0.004,0.104,0.13,,
319,0.555,0.195,0.152,0.04,0.076,0.004,0.134,0.104,,
321,0.567,0.2,0.155,0.044,0.072,0.,0.1,0.1,,
323,0.559,0.192,0.147,0.04,0.067,0.004,0.1,0.101,,
325,0.555,0.191,0.147,0.044,0.084,0.,0.133,0.135,,
327,0.559,0.192,0.147,0.044,0.076,0.003,0.131,0.149,,
329,0.56,0.2,0.16,0.044,0.084,0.004,0.149,0.137,,
331,0.555,0.195,0.152,0.044,0.08,0.004,0.132,0.116,,
333,0.548,0.188,0.152,0.044,0.072,0.,0.132,0.108,,
335,0.56,0.196,0.152,0.044,0.072,0.004,0.123,0.143,,
337,0.56,0.2,0.156,0.044,0.08,0.004,0.122,0.147,,
339,0.539,0.184,0.148,0.048,0.091,0.004,0.161,0.143,,
341,0.54,0.188,0.152,0.043,0.083,0.,0.106,0.099,,
343,0.543,0.191,0.147,0.048,0.08,0.004,0.098,0.099,,
345,0.552,0.195,0.152,0.048,0.08,0.004,0.156,0.113,,
347,0.551,0.199,0.148,0.048,0.08,0.004,0.127,0.133,,
349,0.56,0.2,0.156,0.048,0.08,0.004,0.154,0.119,,
351,0.543,0.191,0.151,0.048,0.08,0.004,0.101,0.102,,
353,0.543,0.195,0.152,0.048,0.08,0.,0.102,0.135,,
355,0.552,0.2,0.159,0.048,0.08,0.,0.157,0.141,,
357,0.579,0.219,0.176,0.048,0.084,0.004,0.111,0.101,,
359,0.571,0.212,0.171,0.047,0.08,0.004,0.128,0.135,,
361,0.584,0.22,0.168,0.052,0.08,0.004,0.107,0.099,,
363,0.572,0.207,0.171,0.051,0.08,0.004,0.102,0.101,,
365,0.571,0.216,0.167,0.051,0.083,0.004,0.112,0.105,,
367,0.576,0.215,0.176,0.051,0.084,0.004,0.105,0.102,,
369,0.567,0.207,0.171,0.051,0.083,0.,0.103,0.124,,
371,0.579,0.224,0.184,0.052,0.087,0.004,0.143,0.157,,
373,0.584,0.219,0.172,0.052,0.088,0.004,0.113,0.131,,
375,0.56,0.203,0.164,0.051,0.088,0.004,0.142,0.134,,
377,0.575,0.219,0.18,0.056,0.092,0.004,0.105,0.162,,
379,0.56,0.207,0.167,0.056,0.096,0.004,0.121,0.156,,
381,0.572,0.215,0.167,0.056,0.1,0.004,0.135,0.155,,
383,0.571,0.216,0.171,0.056,0.104,0.004,0.112,0.131,,
385,0.584,0.22,0.171,0.06,0.108,0.004,0.135,0.11,,
387,0.572,0.215,0.167,0.056,0.104,0.004,0.104,0.126,,
389,0.567,0.216,0.176,0.059,0.099,0.,0.142,0.107,,
391,0.563,0.212,0.172,0.059,0.092,0.004,0.103,0.104,,
393,0.576,0.219,0.171,0.059,0.096,0.004,0.099,0.149,,
395,0.579,0.223,0.188,0.06,0.104,0.004,0.112,0.103,,
397,0.584,0.224,0.18,0.06,0.115,0.004,0.153,0.159,,
399,0.579,0.219,0.176,0.06,0.112,0.004,0.166,0.139,,
401,0.579,0.227,0.188,0.059,0.112,0.004,0.14,0.134,,
403,0.575,0.223,0.179,0.059,0.132,0.004,0.137,0.129,,
405,0.583,0.224,0.188,0.059,0.135,0.004,0.137,0.126,,
407,0.588,0.231,0.184,0.064,0.116,0.004,0.107,0.159,,
409,0.611,0.248,0.208,0.064,0.104,0.004,0.118,0.123,,
411,0.596,0.231,0.187,0.064,0.135,0.,0.155,0.154,,
413,0.587,0.231,0.191,0.064,0.127,0.004,0.149,0.111,,
415,0.591,0.232,0.192,0.064,0.124,0.004,0.102,0.133,,
417,0.608,0.251,0.212,0.064,0.108,0.004,0.142,0.13,,
419,0.624,0.256,0.215,0.064,0.144,0.004,0.138,0.139,,
421,0.603,0.243,0.2,0.064,0.14,0.004,0.137,0.106,,
423,0.579,0.224,0.188,0.068,0.115,0.004,0.139,0.151,,
425,0.588,0.236,0.187,0.067,0.131,0.004,0.131,0.144,,
427,0.587,0.236,0.2,0.064,0.12,0.004,0.171,0.11,,
429,0.596,0.239,0.2,0.067,0.108,0.004,0.152,0.164,,
431,0.591,0.239,0.195,0.067,0.128,0.004,0.122,0.167,,
433,0.608,0.243,0.2,0.068,0.14,0.004,0.152,0.166,,
435,0.599,0.236,0.195,0.072,0.115,0.004,0.164,0.145,,
437,0.591,0.236,0.192,0.072,0.131,0.004,0.164,0.153,,
439,0.591,0.239,0.195,0.072,0.131,0.004,0.162,0.147,,
441,0.596,0.243,0.207,0.071,0.128,0.004,0.16,0.119,,
443,0.603,0.251,0.207,0.072,0.14,0.004,0.126,0.147,,
445,0.612,0.256,0.212,0.076,0.119,0.004,0.141,0.151,,
447,0.612,0.256,0.215,0.072,0.131,0.004,0.162,0.15,,
449,0.603,0.248,0.203,0.072,0.124,0.004,0.132,0.16,,
451,0.603,0.251,0.207,0.071,0.247,0.004,0.15,0.145,,
453,0.603,0.248,0.207,0.076,0.184,0.008,0.142,0.129,,
455,0.615,0.256,0.215,0.076,0.175,0.004,0.138,0.133,,
457,0.628,0.268,0.224,0.076,0.152,0.004,0.161,0.168,,
459,0.62,0.259,0.223,0.076,0.159,0.003,0.115,0.102,,
461,0.631,0.272,0.227,0.08,0.152,0.004,0.102,0.1,,
463,0.628,0.272,0.227,0.08,0.164,0.004,0.103,0.106,,
465,0.644,0.28,0.239,0.079,0.159,0.003,0.172,0.139,,
467,0.647,0.283,0.243,0.08,0.164,0.003,0.107,0.156,,
469,0.635,0.272,0.232,0.08,0.16,0.004,0.141,0.162,,
471,0.62,0.263,0.224,0.076,0.195,0.004,0.12,0.126,,
473,0.615,0.26,0.224,0.083,0.168,0.004,0.125,0.143,,
475,0.615,0.26,0.224,0.083,0.192,0.004,0.138,0.137,,
477,0.615,0.263,0.212,0.083,0.163,0.004,0.138,0.135,,
479,0.615,0.26,0.219,0.083,0.172,0.004,0.108,0.107,,
481,0.615,0.26,0.219,0.084,0.184,0.004,0.144,0.133,,
483,0.62,0.263,0.219,0.083,0.187,0.004,0.16,0.169,,
485,0.623,0.263,0.227,0.079,0.164,0.004,0.164,0.13,,
487,0.615,0.263,0.224,0.083,0.152,0.004,0.15,0.115,,
489,0.632,0.275,0.231,0.088,0.163,0.008,0.132,0.14,,
491,0.64,0.28,0.239,0.088,0.171,0.004,0.113,0.171,,
493,0.628,0.276,0.231,0.087,0.16,0.004,0.165,0.153,,
495,0.632,0.275,0.232,0.087,0.164,0.004,0.133,0.141,,
497,0.623,0.268,0.232,0.088,0.163,0.008,0.139,0.135,,
499,0.628,0.272,0.224,0.088,0.164,0.004,0.127,0.151,,
501,0.644,0.28,0.231,0.211,0.156,0.004,0.114,0.184,,
503,0.643,0.275,0.236,0.092,0.171,0.004,0.136,0.108,,
505,0.636,0.284,0.239,0.091,0.184,0.008,0.136,0.14,,
507,0.64,0.275,0.239,0.092,0.203,0.004,0.108,0.133,,
509,0.66,0.304,0.259,0.092,0.191,0.004,0.139,0.108,,
511,0.651,0.299,0.26,0.092,0.208,0.004,0.105,0.118,,
513,0.664,0.299,0.256,0.091,0.192,0.008,0.124,0.139,,
515,0.647,0.292,0.252,0.095,0.2,0.004,0.107,0.101,,
517,0.656,0.292,0.251,0.096,0.191,0.004,0.101,0.103,,
519,0.667,0.311,0.268,0.096,0.172,0.004,0.102,0.134,,
521,0.652,0.296,0.251,0.096,0.18,0.004,0.137,0.139,,
523,0.655,0.296,0.243,0.096,0.191,0.004,0.143,0.157,,
525,0.644,0.284,0.243,0.099,0.2,0.004,0.126,0.159,,
527,0.652,0.296,0.256,0.1,0.208,0.004,0.11,0.102,,
529,0.647,0.292,0.256,0.1,0.191,0.004,0.132,0.133,,
531,0.644,0.283,0.243,0.1,0.176,0.004,0.108,0.107,,
533,0.659,0.304,0.263,0.103,0.188,0.004,0.102,0.133,,
535,0.659,0.295,0.256,0.104,0.187,0.008,0.136,0.122,,
537,0.644,0.292,0.248,0.104,0.204,0.008,0.13,0.132,,
539,0.659,0.304,0.264,0.104,0.232,0.008,0.105,0.134,,
541,0.652,0.292,0.252,0.104,0.227,0.008,0.133,0.117,,
543,0.659,0.304,0.264,0.104,0.227,0.008,0.107,0.107,,
545,0.656,0.304,0.26,0.107,0.227,0.008,0.136,0.135,,
547,0.644,0.295,0.256,0.104,0.224,0.008,0.107,0.16,,
549,0.664,0.308,0.268,0.104,0.211,0.008,0.117,0.144,,
551,0.68,0.324,0.283,0.107,0.211,0.008,0.137,0.14,,
553,0.668,0.307,0.267,0.108,0.204,0.003,0.117,0.129,,
555,0.683,0.316,0.268,0.108,0.204,0.004,0.156,0.149,,
557,0.683,0.319,0.283,0.111,0.199,0.003,0.162,0.119,,
559,0.671,0.311,0.264,0.112,0.227,0.004,0.104,0.105,,
561,0.699,0.34,0.304,0.112,0.216,0.003,0.133,0.122,,
563,0.668,0.312,0.272,0.107,0.211,0.004,0.128,0.146,,
565,0.683,0.328,0.276,0.112,0.24,0.004,0.136,0.15,,
567,0.688,0.323,0.276,0.115,0.256,0.008,0.166,0.144,,
569,0.671,0.312,0.263,0.112,0.243,0.008,0.153,0.113,,
571,0.675,0.319,0.28,0.116,0.248,0.008,0.136,0.175,,
573,0.663,0.312,0.263,0.115,0.227,0.004,0.121,0.104,,
575,0.692,0.327,0.287,0.115,0.227,0.004,0.105,0.127,,
577,0.675,0.312,0.268,0.115,0.227,0.008,0.138,0.111,,
579,0.676,0.323,0.287,0.116,0.227,0.004,0.106,0.136,,
581,0.683,0.323,0.276,0.12,0.224,0.004,0.138,0.111,,
583,0.68,0.323,0.283,0.119,0.252,0.008,0.107,0.137,,
585,0.675,0.316,0.271,0.12,0.236,0.008,0.14,0.112,,
587,0.695,0.331,0.292,0.12,0.224,0.004,0.132,0.149,,
589,0.679,0.319,0.28,0.124,0.256,0.008,0.124,0.139,,
591,0.687,0.336,0.295,0.123,0.271,0.008,0.134,0.108,,
593,0.691,0.336,0.296,0.124,0.279,0.008,0.138,0.138,,
595,0.68,0.324,0.284,0.124,0.247,0.004,0.105,0.129,,
597,0.712,0.351,0.307,0.124,0.272,0.008,0.131,0.138,,
599,0.692,0.331,0.287,0.128,0.235,0.004,0.142,0.14,,
601,0.723,0.36,0.316,0.128,0.256,0.008,0.15,0.15,,
603,0.719,0.36,0.32,0.128,0.256,0.004,0.143,0.153,,
605,0.736,0.367,0.323,0.127,0.251,0.008,0.134,0.126,,
607,0.716,0.343,0.3,0.128,0.247,0.004,0.116,0.162,,
609,0.715,0.355,0.316,0.128,0.251,0.008,0.118,0.106,,
611,0.695,0.343,0.304,0.132,0.248,0.008,0.154,0.123,,
613,0.704,0.352,0.311,0.128,0.275,0.008,0.16,0.112,,
615,0.719,0.355,0.311,0.128,0.295,0.008,0.127,0.154,,
617,0.699,0.343,0.307,0.132,0.288,0.004,0.119,0.118,,
619,0.715,0.364,0.324,0.131,0.288,0.008,0.11,0.118,,
621,0.707,0.352,0.307,0.136,0.251,0.004,0.107,0.137,,
623,0.716,0.36,0.319,0.135,0.284,0.008,0.138,0.152,,
625,0.711,0.352,0.312,0.136,0.279,0.008,0.139,0.144,,
627,0.719,0.355,0.311,0.135,0.263,0.012,0.138,0.145,,
629,0.828,0.376,0.336,0.14,0.271,0.003,0.177,0.148,,
631,0.739,0.368,0.328,0.135,0.275,0.008,0.168,0.154,,
633,0.74,0.375,0.328,0.135,0.283,0.008,0.148,0.116,,
635,0.764,0.391,0.34,0.14,0.327,0.008,0.114,0.111,,
637,0.764,0.391,0.352,0.135,0.304,0.008,0.164,0.13,,
639,0.747,0.38,0.336,0.136,0.307,0.008,0.101,0.132,,
641,0.768,0.396,0.352,0.14,0.275,0.008,0.115,0.1,,
643,0.796,0.42,0.372,0.139,0.272,0.008,0.166,0.146,,
645,0.747,0.383,0.343,0.139,0.292,0.008,0.135,0.143,,
647,0.747,0.384,0.34,0.139,0.291,0.008,0.167,0.167,,
649,0.748,0.379,0.331,0.139,0.292,0.008,0.123,0.127,,
651,0.756,0.392,0.343,0.147,0.299,0.008,0.148,0.146,,
653,0.764,0.395,0.347,0.144,0.371,0.008,0.107,0.159,,
655,0.743,0.379,0.34,0.144,0.332,0.008,0.144,0.141,,
657,0.756,0.388,0.352,0.144,0.32,0.008,0.108,0.152,,
659,0.752,0.388,0.347,0.147,0.288,0.004,0.14,0.148,,
661,0.759,0.392,0.348,0.151,0.304,0.008,0.109,0.129,,
663,0.74,0.384,0.344,0.152,0.3,0.008,0.112,0.106,,
665,0.756,0.395,0.348,0.151,0.283,0.008,0.108,0.139,,
667,0.771,0.403,0.352,0.156,0.3,0.008,0.145,0.143,,
669,0.859,0.412,0.364,0.156,0.344,0.008,0.14,0.11,,
671,0.751,0.38,0.34,0.155,0.352,0.008,0.161,0.116,,
673,0.743,0.388,0.348,0.156,0.347,0.008,0.106,0.133,,
675,0.76,0.4,0.36,0.16,0.312,0.008,0.135,0.111,,
677,0.743,0.388,0.347,0.16,0.323,0.008,0.109,0.112,,
679,0.764,0.4,0.359,0.16,0.324,0.008,0.13,0.155,,
681,0.748,0.388,0.34,0.16,0.323,0.008,0.135,0.116,,
683,0.776,0.412,0.367,0.16,0.332,0.008,0.11,0.137,,
685,0.768,0.408,0.367,0.16,0.364,0.012,0.138,0.163,,
687,0.791,0.42,0.379,0.164,0.352,0.008,0.149,0.147,,
689,0.76,0.391,0.352,0.167,0.352,0.008,0.165,0.149,,
691,0.743,0.383,0.347,0.168,0.327,0.008,0.146,0.112,,
693,0.743,0.391,0.352,0.167,0.339,0.008,0.165,0.151,,
695,0.872,0.436,0.392,0.167,0.343,0.008,0.14,0.137,,
697,0.896,0.447,0.391,0.167,0.323,0.008,0.113,0.124,,
699,0.788,0.412,0.371,0.167,0.344,0.008,0.145,0.111,,
701,0.771,0.412,0.372,0.168,0.379,0.012,0.15,0.144,,
703,0.788,0.423,0.379,0.167,0.387,0.008,0.143,0.112,,
705,0.788,0.415,0.371,0.171,0.339,0.008,0.13,0.145,,
707,0.776,0.415,0.372,0.172,0.364,0.012,0.144,0.136,,
709,0.783,0.424,0.379,0.168,0.344,0.008,0.157,0.129,,
711,0.804,0.431,0.379,0.172,0.347,0.008,0.113,0.108,,
713,0.787,0.424,0.372,0.171,0.359,0.008,0.109,0.171,,
715,0.831,0.467,0.412,0.172,0.412,0.008,0.162,0.123,,
717,0.792,0.424,0.379,0.172,0.396,0.008,0.105,0.104,,
719,0.807,0.439,0.395,0.172,0.347,0.007,0.162,0.123,,
721,0.819,0.451,0.403,0.176,0.368,0.012,0.14,0.131,,
723,0.832,0.455,0.412,0.175,0.359,0.008,0.136,0.144,,
725,0.823,0.46,0.415,0.176,0.347,0.008,0.15,0.146,,
727,0.792,0.427,0.384,0.175,0.351,0.011,0.161,0.152,,
729,0.792,0.431,0.391,0.175,0.432,0.008,0.142,0.108,,
731,0.816,0.447,0.407,0.175,0.423,0.012,0.165,0.165,,
733,0.807,0.44,0.392,0.179,0.376,0.008,0.15,0.141,,
735,0.812,0.443,0.396,0.179,0.395,0.011,0.188,0.143,,
737,0.816,0.448,0.4,0.179,0.363,0.008,0.173,0.134,,
739,0.819,0.451,0.407,0.179,0.371,0.008,0.124,0.111,,
741,0.792,0.427,0.388,0.184,0.408,0.011,0.108,0.108,,
743,0.811,0.444,0.4,0.188,0.427,0.008,0.107,0.108,,
745,0.804,0.444,0.4,0.187,0.396,0.012,0.116,0.154,,
747,0.82,0.448,0.4,0.187,0.392,0.008,0.126,0.169,,
749,0.807,0.439,0.395,0.192,0.384,0.008,0.154,0.149,,
751,0.852,0.487,0.436,0.192,0.384,0.012,0.144,0.136,,
753,0.852,0.475,0.431,0.187,0.399,0.008,0.145,0.151,,
755,0.864,0.484,0.427,0.192,0.455,0.008,0.123,0.114,,
757,0.855,0.484,0.436,0.192,0.456,0.012,0.11,0.134,,
