n,Rewrite_for,rewriting,rewriting (vm only),cbv;rewrite_strat(bottomup),cbv;rewrite_strat(topdown),cbv;setoid_rewrite
2266,2.387,1.392,1.299,,,
2267,2.179,1.195,1.112,,,
2268,2.188,1.239,1.155,,,
2269,2.44,1.436,1.343,,,
2270,2.016,1.128,1.048,,,
2271,2.119,1.18,1.083,,,
2272,2.524,1.579,1.492,,,
2273,2.056,1.172,1.083,,,
2274,2.175,1.235,1.144,,,
2275,2.411,1.539,1.452,,,
2276,2.016,1.131,1.039,,,
2277,2.063,1.175,1.088,,,
2278,2.316,1.348,1.259,,,
2279,2.248,1.231,1.148,,,
2280,2.268,1.228,1.143,,,
2281,2.355,1.387,1.304,,,
2282,2.38,1.364,1.28,,,
2283,2.152,1.228,1.147,,,
2284,2.211,1.271,1.192,,,
2285,2.463,1.48,1.395,,,
2286,2.124,1.172,1.087,,,
2287,2.144,1.231,1.148,,,
2288,2.447,1.427,1.344,,,
2289,2.255,1.236,1.147,,,
2290,2.168,1.203,1.119,,,
2291,2.48,1.512,1.428,,,
2292,2.096,1.156,1.071,,,
2293,2.108,1.152,1.064,,,
2294,2.311,1.415,1.331,,,
2295,2.248,1.284,1.192,,,
2296,2.115,1.184,1.099,,,
2297,2.327,1.371,1.284,,,
2298,2.324,1.4,1.312,,,
2299,2.223,1.248,1.152,,,
2300,2.223,1.276,1.187,,,
2301,2.427,1.48,1.392,,,
2302,2.136,1.203,1.115,,,
2303,2.311,1.3,1.203,,,
2304,2.472,1.456,1.371,,,
2305,2.18,1.227,1.143,,,
2306,2.204,1.208,1.124,,,
2307,2.659,1.659,1.567,,,
2308,2.123,1.2,1.112,,,
2309,2.239,1.324,1.24,,,
2310,2.423,1.503,1.411,,,
2311,2.199,1.22,1.132,,,
2312,2.403,1.403,1.32,,,
2313,2.356,1.423,1.339,,,
2314,2.164,1.188,1.1,,,
2315,2.228,1.276,1.187,,,
2316,2.372,1.427,1.336,,,
2317,2.256,1.275,1.192,,,
2318,2.271,1.327,1.244,,,
2319,2.483,1.515,1.427,,,
2320,2.144,1.211,1.119,,,
2321,2.148,1.22,1.127,,,
2322,2.375,1.435,1.347,,,
2323,2.183,1.219,1.135,,,
2324,2.355,1.351,1.268,,,
2325,2.567,1.556,1.472,,,
2326,2.103,1.179,1.092,,,
2327,2.167,1.223,1.132,,,
2328,2.391,1.436,1.351,,,
2329,2.219,1.259,1.168,,,
2330,3.279,2.275,2.188,,,
2331,2.4,1.423,1.336,,,
2332,2.192,1.204,1.12,,,
2333,2.087,1.143,1.059,,,
2334,2.615,1.632,1.539,,,
2335,2.175,1.192,1.108,,,
2336,2.228,1.264,1.172,,,
2337,2.364,1.416,1.331,,,
2338,2.16,1.196,1.103,,,
2339,2.208,1.26,1.175,,,
2340,3.084,1.467,1.376,,,
2341,2.084,1.132,1.039,,,
2342,2.268,1.28,1.192,,,
2343,2.403,1.476,1.388,,,
2344,2.164,1.204,1.115,,,
2345,2.275,1.299,1.215,,,
2346,2.456,1.511,1.423,,,
2347,2.192,1.24,1.148,,,
2348,2.2,1.235,1.144,,,
2349,2.884,1.94,1.856,,,
2350,2.387,1.436,1.336,,,
2351,2.407,1.4,1.299,,,
2352,2.807,1.836,1.739,,,
2353,2.476,1.412,1.32,,,
2354,2.456,1.423,1.336,,,
2355,2.664,1.672,1.579,,,
2356,2.347,1.38,1.288,,,
2357,2.596,1.516,1.42,,,
2358,2.731,1.751,1.659,,,
2359,2.431,1.46,1.36,,,
2360,2.572,1.563,1.467,,,
2361,2.856,1.768,1.68,,,
2362,2.515,1.447,1.36,,,
2363,2.476,1.516,1.42,,,
2364,2.711,1.751,1.655,,,
2365,2.471,1.487,1.388,,,
2366,2.572,1.572,1.467,,,
2367,2.803,1.775,1.688,,,
2368,2.532,1.519,1.428,,,
2369,2.592,1.528,1.435,,,
2370,2.911,1.812,1.715,,,
2371,2.463,1.492,1.395,,,
2372,2.519,1.42,1.324,,,
2373,2.788,1.772,1.675,,,
2374,2.503,1.44,1.343,,,
2375,2.547,1.5,1.403,,,
2376,2.652,1.695,1.596,,,
2377,2.492,1.447,1.351,,,
2378,2.547,1.487,1.391,,,
2379,2.659,1.684,1.591,,,
2380,2.452,1.4,1.3,,,
2381,2.507,1.544,1.447,,,
2382,2.784,1.771,1.668,,,
2383,2.463,1.463,1.367,,,
2384,2.6,1.516,1.415,,,
2385,2.755,1.779,1.684,,,
2386,2.403,1.447,1.351,,,
2387,2.588,1.596,1.5,,,
2388,2.836,1.831,1.735,,,
2389,2.567,1.519,1.423,,,
2390,2.576,1.56,1.467,,,
2391,2.864,1.831,1.735,,,
2392,2.572,1.519,1.423,,,
2393,3.367,2.316,2.219,,,
2394,2.771,1.679,1.579,,,
2395,2.487,1.356,1.26,,,
2396,2.403,1.4,1.303,,,
2397,2.744,1.679,1.579,,,
2398,2.503,1.48,1.384,,,
2399,2.472,1.467,1.371,,,
2400,2.791,1.672,1.572,,,
2401,2.384,1.412,1.316,,,
2402,2.599,1.532,1.435,,,
2403,2.884,1.796,1.695,,,
2404,2.467,1.492,1.395,,,
2405,2.396,1.411,1.311,,,
2406,2.703,1.675,1.579,,,
2407,2.556,1.532,1.435,,,
2408,2.536,1.455,1.364,,,
2409,2.804,1.695,1.6,,,
2410,2.471,1.443,1.351,,,
2411,2.588,1.503,1.407,,,
2412,2.811,1.695,1.599,,,
2413,2.504,1.455,1.36,,,
2414,2.628,1.623,1.528,,,
2415,2.851,1.831,1.728,,,
2416,2.467,1.431,1.327,,,
2417,2.596,1.592,1.496,,,
2418,2.987,1.844,1.744,,,
2419,2.579,1.531,1.436,,,
2420,2.639,1.527,1.435,,,
2421,2.711,1.704,1.603,,,
2422,2.507,1.447,1.347,,,
2423,2.488,1.496,1.395,,,
2424,3.659,2.619,2.524,,,
2425,2.396,1.4,1.303,,,
2426,2.48,1.436,1.335,,,
2427,2.715,1.703,1.612,,,
2428,2.507,1.447,1.344,,,
2429,2.647,1.532,1.431,,,
2430,2.788,1.707,1.612,,,
2431,2.611,1.5,1.403,,,
2432,2.496,1.5,1.4,,,
2433,2.804,1.76,1.659,,,
2434,2.416,1.408,1.307,,,
2435,2.632,1.627,1.532,,,
2436,2.947,1.871,1.768,,,
2437,2.6,1.455,1.36,,,
2438,2.719,1.656,1.556,,,
2439,3.076,1.943,1.835,,,
2440,2.6,1.5,1.403,,,
2441,2.615,1.547,1.448,,,
2442,2.968,1.923,1.831,,,
2443,2.5,1.44,1.336,,,
2444,2.568,1.556,1.463,,,
2445,2.795,1.756,1.655,,,
2446,2.664,1.583,1.483,,,
2447,3.7,2.656,2.556,,,
2448,3.056,2.008,1.903,,,
2449,2.543,1.46,1.355,,,
2450,2.435,1.416,1.32,,,
2451,2.968,1.927,1.832,,,
2452,2.572,1.516,1.411,,,
2453,2.796,1.688,1.587,,,
2454,2.952,1.876,1.772,,,
2455,2.568,1.532,1.432,,,
2456,2.612,1.516,1.411,,,
2457,3.051,1.875,1.78,,,
2458,2.619,1.467,1.367,,,
2459,2.668,1.559,1.46,,,
2460,2.76,1.708,1.612,,,
2461,2.68,1.563,1.468,,,
2462,2.644,1.596,1.496,,,
2463,2.628,1.587,1.483,,,
2464,3.008,1.903,1.796,,,
2465,2.731,1.628,1.519,,,
2466,2.828,1.699,1.603,,,
2467,2.987,1.916,1.82,,,
2468,2.615,1.587,1.483,,,
2469,2.632,1.596,1.487,,,
2470,3.079,1.987,1.884,,,
2471,2.68,1.588,1.487,,,
2472,2.715,1.615,1.507,,,
2473,3.175,2.052,1.952,,,
2474,2.759,1.623,1.523,,,
2475,2.699,1.552,1.451,,,
2476,3.12,1.911,1.811,,,
2477,2.675,1.455,1.356,,,
2478,2.771,1.572,1.472,,,
2479,2.912,1.847,1.751,,,
2480,2.715,1.556,1.452,,,
2481,2.652,1.615,1.515,,,
2482,2.864,1.827,1.719,,,
2483,2.76,1.612,1.508,,,
2484,2.676,1.523,1.423,,,
2485,2.719,1.567,1.468,,,
2486,2.807,1.768,1.672,,,
2487,2.723,1.511,1.407,,,
2488,2.632,1.555,1.456,,,
2489,3.092,2.031,1.923,,,
2490,2.687,1.508,1.403,,,
2491,2.88,1.708,1.604,,,
2492,3.032,1.843,1.744,,,
2493,2.612,1.531,1.427,,,
2494,2.711,1.615,1.516,,,
2495,2.86,1.739,1.635,,,
2496,2.704,1.644,1.539,,,
2497,3.603,2.443,2.336,,,
2498,2.851,1.795,1.695,,,
2499,2.547,1.4,1.296,,,
2500,2.583,1.5,1.395,,,
2501,2.911,1.784,1.68,,,
2502,2.723,1.588,1.475,,,
2503,2.603,1.551,1.447,,,
2504,3.148,2.076,1.968,,,
2505,2.711,1.596,1.492,,,
2506,2.891,1.771,1.668,,,
2507,2.728,1.619,1.507,,,
2508,2.748,1.531,1.427,,,
2509,2.704,1.611,1.507,,,
2510,3.148,2.027,1.928,,,
2511,2.728,1.559,1.455,,,
2512,2.804,1.579,1.475,,,
2513,2.916,1.811,1.708,,,
2514,2.68,1.552,1.452,,,
2515,3.532,2.476,2.371,,,
2516,2.988,1.804,1.695,,,
2517,2.612,1.516,1.42,,,
2518,2.775,1.708,1.599,,,
2519,3.056,1.876,1.768,,,
2520,2.788,1.668,1.564,,,
2521,2.724,1.615,1.503,,,
2522,2.984,1.88,1.78,,,
2523,2.708,1.627,1.523,,,
2524,2.851,1.644,1.535,,,
2525,3.112,1.931,1.831,,,
2526,2.739,1.643,1.536,,,
2527,2.879,1.744,1.635,,,
2528,3.155,1.96,1.86,,,
2529,2.708,1.635,1.531,,,
2530,2.692,1.607,1.503,,,
2531,3.2,1.987,1.88,,,
2532,2.74,1.519,1.42,,,
2533,2.703,1.627,1.532,,,
2534,3.108,2.003,1.9,,,
2535,2.711,1.608,1.5,,,
2536,2.768,1.623,1.519,,,
2537,2.896,1.807,1.704,,,
2538,2.748,1.647,1.543,,,
2539,2.864,1.688,1.576,,,
2540,3.148,2.011,1.907,,,
2541,2.784,1.644,1.532,,,
2542,2.784,1.584,1.475,,,
2543,3.072,1.92,1.815,,,
2544,2.768,1.68,1.572,,,
2545,2.719,1.603,1.503,,,
2546,3.275,2.132,2.019,,,
2547,2.82,1.596,1.496,,,
2548,2.804,1.655,1.556,,,
2549,2.947,1.84,1.731,,,
2550,2.856,1.644,1.536,,,
2551,3.951,2.795,2.692,,,
2552,3.231,2.104,1.991,,,
2553,2.679,1.579,1.476,,,
2554,2.864,1.731,1.624,,,
2555,3.019,1.911,1.811,,,
2556,2.771,1.675,1.568,,,
2557,2.692,1.579,1.472,,,
2558,3.223,2.064,1.955,,,
2559,2.791,1.668,1.559,,,
2560,2.836,1.707,1.599,,,
2561,3.119,1.976,1.872,,,
2562,2.807,1.66,1.547,,,
2563,2.735,1.623,1.516,,,
2564,3.259,2.128,2.028,,,
2565,2.847,1.635,1.527,,,
2566,2.932,1.771,1.668,,,
2567,3.223,2.036,1.931,,,
2568,2.832,1.587,1.472,,,
2569,2.768,1.655,1.548,,,
2570,3.288,2.164,2.059,,,
2571,2.844,1.715,1.608,,,
2572,2.864,1.679,1.568,,,
2573,3.195,2.003,1.9,,,
2574,2.795,1.664,1.547,,,
2575,2.943,1.735,1.632,,,
2576,3.224,1.956,1.851,,,
2577,2.903,1.628,1.52,,,
2578,3.012,1.847,1.744,,,
2579,3.079,1.847,1.739,,,
2580,2.82,1.603,1.496,,,
2581,2.871,1.728,1.627,,,
2582,3.164,1.956,1.847,,,
2583,2.807,1.639,1.532,,,
2584,2.815,1.679,1.572,,,
2585,3.408,2.184,2.071,,,
2586,2.868,1.663,1.556,,,
2587,2.884,1.735,1.635,,,
2588,3.2,2.028,1.911,,,
2589,2.867,1.736,1.619,,,
2590,2.895,1.659,1.548,,,
2591,3.104,1.975,1.871,,,
2592,2.872,1.723,1.615,,,
2593,2.996,1.715,1.608,,,
2594,3.231,1.927,1.823,,,
2595,2.847,1.695,1.592,,,
2596,2.768,1.635,1.527,,,
2597,3.403,2.184,2.072,,,
2598,2.983,1.775,1.668,,,
2599,3.072,1.867,1.751,,,
2600,2.907,1.751,1.647,,,
2601,2.867,1.724,1.612,,,
2602,2.987,1.7,1.596,,,
2603,3.284,2.003,1.896,,,
2604,2.98,1.775,1.664,,,
2605,3.003,1.791,1.676,,,
2606,3.088,1.931,1.824,,,
2607,2.864,1.728,1.615,,,
2608,2.98,1.827,1.72,,,
2609,3.056,1.856,1.751,,,
2610,2.911,1.695,1.583,,,
2611,2.912,1.628,1.516,,,
2612,3.331,2.119,2.012,,,
2613,2.996,1.804,1.695,,,
2614,3.107,1.879,1.764,,,
2615,2.983,1.827,1.715,,,
2616,2.903,1.748,1.64,,,
2617,3.104,1.916,1.803,,,
2618,2.891,1.711,1.603,,,
2619,2.9,1.679,1.568,,,
2620,3.1,1.9,1.784,,,
2621,2.98,1.775,1.664,,,
2622,2.931,1.748,1.639,,,
2623,3.115,1.96,1.847,,,
2624,3.083,1.784,1.668,,,
2625,2.88,1.695,1.592,,,
2626,3.124,1.944,1.835,,,
2627,3.036,1.771,1.664,,,
2628,2.94,1.759,1.643,,,
2629,3.148,1.956,1.847,,,
2630,3.,1.799,1.688,,,
2631,2.968,1.78,1.663,,,
2632,3.172,1.983,1.875,,,
2633,3.008,1.811,1.695,,,
2634,2.916,1.735,1.624,,,
2635,3.276,1.987,1.876,,,
2636,2.884,1.708,1.596,,,
2637,2.983,1.699,1.588,,,
2638,3.411,2.167,2.059,,,
2639,2.86,1.672,1.556,,,
2640,2.947,1.724,1.615,,,
2641,3.211,1.887,1.776,,,
2642,2.923,1.695,1.584,,,
2643,3.048,1.864,1.751,,,
2644,3.271,2.036,1.927,,,
2645,2.947,1.764,1.647,,,
2646,3.356,2.112,2.003,,,
2647,3.04,1.796,1.679,,,
2648,3.043,1.864,1.744,,,
2649,3.303,2.079,1.971,,,
2650,2.871,1.639,1.523,,,
2651,3.175,1.86,1.739,,,
2652,3.147,1.887,1.776,,,
2653,2.971,1.791,1.684,,,
2654,3.188,2.003,1.892,,,
2655,3.239,2.019,1.907,,,
2656,2.967,1.724,1.604,,,
2657,3.163,1.976,1.856,,,
2658,3.012,1.748,1.639,,,
2659,3.063,1.824,1.715,,,
2660,3.16,1.963,1.847,,,
2661,3.228,1.9,1.788,,,
2662,3.024,1.82,1.708,,,
2663,3.307,2.052,1.935,,,
2664,2.976,1.751,1.635,,,
2665,3.063,1.743,1.628,,,
2666,3.184,1.907,1.795,,,
2667,3.064,1.836,1.72,,,
2668,3.096,1.827,1.656,,,
2669,3.132,1.831,1.711,,,
2670,3.204,1.96,1.84,,,
2671,3.004,1.807,1.699,,,
2672,3.204,1.987,1.875,,,
2673,3.271,2.024,1.912,,,
2674,3.088,1.836,1.719,,,
2675,3.244,1.956,1.836,,,
2676,3.135,1.884,1.764,,,
2677,3.059,1.76,1.643,,,
2678,3.5,2.263,2.147,,,
2679,2.971,1.743,1.632,,,
2680,3.139,1.795,1.688,,,
2681,3.283,2.011,1.9,,,
2682,2.984,1.775,1.664,,,
2683,3.275,1.996,1.88,,,
2684,3.115,1.88,1.763,,,
2685,3.139,1.856,1.739,,,
2686,3.219,2.,1.884,,,
2687,3.047,1.768,1.652,,,
2688,3.307,2.083,1.967,,,
2689,3.188,1.912,1.795,,,
2690,3.083,1.839,1.728,,,
2691,3.211,1.991,1.876,,,
2692,3.056,1.827,1.716,,,
2693,3.347,2.112,2.,,,
2694,3.088,1.748,1.635,,,
2695,3.044,1.832,1.719,,,
2696,3.364,2.12,2.003,,,
2697,2.94,1.719,1.6,,,
2698,3.048,1.795,1.684,,,
2699,3.611,2.327,2.211,,,
2700,3.119,1.824,1.703,,,
2701,3.271,1.976,1.86,,,
2702,3.231,2.003,1.892,,,
2703,3.148,1.791,1.684,,,
2704,3.335,2.092,1.976,,,
2705,3.083,1.832,1.715,,,
2706,3.143,1.887,1.775,,,
2707,3.376,2.043,1.923,,,
2708,3.084,1.731,1.611,,,
2709,3.208,1.856,1.739,,,
2710,3.264,1.976,1.851,,,
2711,3.14,1.884,1.771,,,
2712,3.307,1.935,1.82,,,
2713,3.264,1.896,1.779,,,
2714,3.088,1.836,1.715,,,
2715,3.323,2.028,1.911,,,
2716,3.284,1.92,1.804,,,
2717,3.115,1.844,1.728,,,
2718,3.431,2.172,2.059,,,
2719,3.092,1.847,1.727,,,
2720,3.144,1.816,1.704,,,
2721,3.271,1.971,1.856,,,
2722,3.071,1.711,1.599,,,
2723,3.327,2.056,1.94,,,
2724,3.052,1.739,1.62,,,
2725,3.112,1.88,1.768,,,
2726,3.159,1.867,1.751,,,
2727,3.359,1.995,1.875,,,
2728,3.112,1.799,1.684,,,
2729,3.331,2.059,1.936,,,
2730,3.344,2.056,1.936,,,
2731,3.211,1.923,1.804,,,
2732,3.38,2.12,1.996,,,
2733,3.059,1.756,1.643,,,
2734,3.384,2.108,1.987,,,
2735,3.155,1.832,1.719,,,
2736,3.175,1.816,1.692,,,
2737,3.276,1.987,1.872,,,
2738,3.299,1.923,1.807,,,
2739,3.128,1.847,1.731,,,
2740,3.347,2.056,1.935,,,
2741,3.144,1.827,1.711,,,
2742,3.215,1.827,1.704,,,
2743,3.468,2.159,2.039,,,
2744,3.215,1.912,1.791,,,
2745,3.168,1.82,1.703,,,
2746,3.503,2.24,2.123,,,
2747,3.192,1.923,1.804,,,
2748,3.251,1.943,1.831,,,
2749,3.248,1.968,1.851,,,
2750,3.104,1.84,1.723,,,
2751,4.472,3.152,3.036,,,
2752,3.288,2.012,1.892,,,
2753,3.123,1.864,1.747,,,
2754,3.311,2.043,1.923,,,
2755,3.184,1.791,1.672,,,
2756,3.172,1.884,1.755,,,
2757,3.311,2.,1.884,,,
2758,3.311,1.96,1.84,,,
2759,3.223,1.911,1.788,,,
2760,3.367,2.064,1.947,,,
2761,3.307,1.972,1.851,,,
2762,3.224,1.827,1.704,,,
2763,3.295,1.992,1.864,,,
2764,3.628,2.324,2.204,,,
2765,3.188,1.82,1.699,,,
2766,3.315,1.936,1.811,,,
2767,3.579,2.284,2.159,,,
2768,3.192,1.923,1.803,,,
2769,3.44,2.144,2.027,,,
2770,3.275,1.923,1.804,,,
2771,3.139,1.867,1.748,,,
2772,3.324,1.967,1.848,,,
2773,3.296,1.872,1.752,,,
2774,3.251,1.951,1.824,,,
2775,3.271,1.987,1.867,,,
2776,3.395,2.072,1.956,,,
2777,3.236,1.9,1.779,,,
2778,3.231,1.928,1.807,,,
2779,3.5,2.155,2.032,,,
2780,3.22,1.86,1.736,,,
2781,3.183,1.819,1.692,,,
2782,3.644,2.327,2.203,,,
2783,3.188,1.903,1.784,,,
2784,3.295,1.879,1.76,,,
2785,3.588,2.251,2.131,,,
2786,3.231,1.847,1.727,,,
2787,3.275,1.951,1.827,,,
2788,3.524,2.223,2.108,,,
2789,3.175,1.919,1.8,,,
2790,3.164,1.795,1.68,,,
2791,3.804,2.375,2.248,,,
2792,3.275,1.936,1.811,,,
2793,3.352,1.996,1.875,,,
2794,3.471,2.148,2.019,,,
2795,3.296,1.891,1.768,,,
2796,3.508,2.172,2.052,,,
2797,3.5,2.099,1.976,,,
2798,3.275,1.896,1.776,,,
2799,3.311,1.903,1.783,,,
2800,3.611,2.248,2.115,,,
2801,3.26,1.952,1.827,,,
2802,3.4,2.083,1.967,,,
2803,3.331,1.987,1.867,,,
2804,3.288,1.923,1.8,,,
2805,3.251,1.907,1.788,,,
2806,3.615,2.184,2.064,,,
2807,3.231,1.912,1.783,,,
2808,3.22,1.88,1.759,,,
2809,3.652,2.319,2.195,,,
2810,3.336,1.903,1.779,,,
2811,3.376,2.051,1.923,,,
2812,3.5,2.128,2.007,,,
2813,3.356,1.96,1.835,,,
2814,3.304,1.963,1.84,,,
2815,3.708,2.364,2.24,,,
2816,3.207,1.847,1.728,,,
2817,3.535,2.175,2.052,,,
2818,3.487,2.083,1.96,,,
2819,3.292,1.947,1.824,,,
2820,3.568,2.204,2.083,,,
2821,3.315,1.992,1.871,,,
2822,3.311,1.96,1.836,,,
2823,3.711,2.351,2.228,,,
2824,3.216,1.887,1.763,,,
2825,3.364,1.975,1.851,,,
2826,3.563,2.219,2.099,,,
2827,3.244,1.871,1.755,,,
2828,3.576,2.124,1.996,,,
2829,3.607,2.22,2.087,,,
2830,3.311,1.968,1.844,,,
2831,3.435,1.999,1.879,,,
2832,3.628,2.252,2.127,,,
2833,3.292,1.939,1.815,,,
2834,3.367,2.007,1.884,,,
2835,3.395,2.051,1.927,,,
2836,3.304,1.931,1.807,,,
2837,3.56,2.127,2.003,,,
2838,3.524,2.1,1.972,,,
2839,3.351,2.011,1.887,,,
2840,3.632,2.231,2.108,,,
2841,3.283,1.956,1.832,,,
2842,3.4,2.043,1.92,,,
2843,3.612,2.195,2.072,,,
2844,3.412,1.939,1.811,,,
2845,3.56,2.155,2.024,,,
2846,3.42,2.092,1.968,,,
2847,3.315,1.96,1.836,,,
2848,3.551,2.192,2.068,,,
2849,3.476,2.144,2.019,,,
2850,3.268,1.895,1.764,,,
2851,3.711,2.359,2.231,,,
2852,3.276,1.963,1.835,,,
2853,3.591,2.208,2.083,,,
2854,3.368,1.92,1.792,,,
2855,3.392,2.003,1.872,,,
2856,3.779,2.384,2.256,,,
2857,3.335,1.955,1.831,,,
2858,3.411,2.047,1.923,,,
2859,3.751,2.292,2.164,,,
2860,3.268,1.876,1.743,,,
2861,3.431,1.979,1.855,,,
2862,3.775,2.343,2.211,,,
2863,3.391,2.036,1.912,,,
2864,3.703,2.279,2.155,,,
2865,3.447,2.047,1.923,,,
2866,3.384,2.027,1.899,,,
2867,3.652,2.284,2.156,,,
2868,3.456,1.975,1.847,,,
2869,3.427,2.011,1.88,,,
2870,3.692,2.307,2.18,,,
2871,3.363,1.916,1.792,,,
2872,3.547,2.147,2.019,,,
2873,3.619,2.235,2.108,,,
2874,3.475,1.98,1.856,,,
2875,3.687,2.216,2.079,,,
2876,3.68,2.288,2.163,,,
2877,3.484,2.095,1.971,,,
2878,3.636,2.243,2.119,,,
2879,3.304,1.887,1.759,,,
2880,3.476,2.024,1.895,,,
2881,3.536,2.135,2.007,,,
2882,3.408,2.007,1.88,,,
2883,3.716,2.32,2.192,,,
2884,3.511,2.083,1.955,,,
2885,3.344,1.975,1.847,,,
2886,3.716,2.3,2.172,,,
2887,3.443,1.975,1.851,,,
2888,3.576,2.148,2.02,,,
2889,3.731,2.295,2.167,,,
2890,3.344,1.923,1.796,,,
2891,3.492,2.047,1.92,,,
2892,3.635,2.203,2.079,,,
2893,3.471,2.083,1.96,,,
2894,3.815,2.38,2.252,,,
2895,3.556,2.032,1.904,,,
2896,3.503,2.003,1.868,,,
2897,3.771,2.359,2.228,,,
2898,3.524,2.155,2.032,,,
2899,3.764,2.336,2.207,,,
2900,3.524,2.072,1.939,,,
2901,3.476,2.076,1.947,,,
2902,3.748,2.327,2.203,,,
2903,3.488,2.,1.871,,,
2904,3.552,2.06,1.923,,,
2905,3.604,2.152,2.019,,,
2906,3.311,1.899,1.775,,,
2907,3.695,2.207,2.079,,,
2908,3.652,2.247,2.112,,,
2909,3.46,2.008,1.884,,,
2910,3.756,2.288,2.156,,,
2911,3.548,2.043,1.916,,,
2912,3.543,2.036,1.9,,,
2913,4.044,2.524,2.391,,,
2914,3.5,2.007,1.88,,,
2915,3.672,2.195,2.056,,,
2916,3.668,2.167,2.036,,,
2917,3.395,1.939,1.807,,,
2918,3.792,2.371,2.243,,,
2919,3.6,2.167,2.036,,,
2920,3.524,2.068,1.936,,,
2921,3.712,2.296,2.172,,,
2922,3.56,2.111,1.983,,,
2923,3.735,2.248,2.12,,,
2924,3.652,2.208,2.067,,,
2925,3.368,1.943,1.819,,,
2926,3.948,2.492,2.363,,,
2927,3.488,2.087,1.956,,,
2928,3.728,2.223,2.091,,,
2929,3.635,2.136,2.,,,
2930,3.539,2.007,1.876,,,
2931,3.76,2.344,2.204,,,
2932,3.556,2.096,1.963,,,
2933,3.556,2.072,1.931,,,
2934,3.892,2.432,2.303,,,
2935,3.443,1.94,1.811,,,
2936,3.771,2.275,2.14,,,
2937,3.68,2.175,2.036,,,
2938,3.467,2.036,1.9,,,
2939,3.887,2.456,2.327,,,
2940,3.536,2.112,1.979,,,
2941,3.532,2.063,1.931,,,
2942,3.752,2.284,2.155,,,
2943,3.471,2.028,1.899,,,
2944,3.804,2.351,2.223,,,
2945,3.652,2.115,1.984,,,
2946,3.516,2.051,1.916,,,
2947,3.8,2.224,2.096,,,
2948,3.567,2.072,1.94,,,
2949,3.711,2.235,2.095,,,
2950,3.667,2.192,2.059,,,
2951,3.591,2.096,1.963,,,
2952,4.103,2.6,2.46,,,
2953,3.699,2.112,1.975,,,
2954,3.96,2.472,2.336,,,
2955,3.536,2.063,1.931,,,
2956,3.716,2.18,2.024,,,
2957,5.159,3.707,3.572,,,
2958,3.332,1.84,1.712,,,
2959,3.379,1.923,1.784,,,
2960,3.931,2.423,2.291,,,
2961,3.528,2.083,1.952,,,
2962,3.851,2.375,2.243,,,
2963,3.551,2.087,1.952,,,
2964,3.48,2.011,1.884,,,
2965,3.764,2.315,2.184,,,
2966,3.799,2.359,2.231,,,
2967,3.671,2.108,1.975,,,
2968,3.711,2.224,2.087,,,
2969,3.643,2.183,2.051,,,
2970,3.615,2.131,2.,,,
2971,3.576,2.1,1.967,,,
2972,3.991,2.556,2.423,,,
2973,3.644,2.079,1.947,,,
2974,3.796,2.328,2.192,,,
2975,3.743,2.284,2.152,,,
2976,3.635,2.159,2.028,,,
2977,3.971,2.484,2.356,,,
2978,3.492,2.016,1.884,,,
2979,3.5,2.015,1.884,,,
2980,3.791,2.335,2.199,,,
2981,3.376,1.916,1.784,,,
2982,3.556,2.091,1.956,,,
2983,3.971,2.452,2.319,,,
2984,3.619,2.1,1.96,,,
2985,3.719,2.224,2.083,,,
2986,3.931,2.387,2.248,,,
2987,3.615,2.131,1.992,,,
2988,3.831,2.36,2.224,,,
2989,3.695,2.228,2.091,,,
2990,3.655,2.184,2.052,,,
2991,4.092,2.599,2.467,,,
2992,3.543,2.079,1.944,,,
2993,3.644,2.176,2.039,,,
2994,3.92,2.452,2.316,,,
2995,3.612,2.136,2.003,,,
2996,3.703,2.228,2.1,,,
2997,3.996,2.423,2.288,,,
2998,3.555,1.971,1.836,,,
2999,3.876,2.403,2.264,,,
3000,3.727,2.204,2.067,,,
3001,3.716,2.192,2.055,,,
3002,3.532,2.068,1.935,,,
3003,4.024,2.532,2.391,,,
3004,3.631,2.195,2.064,,,
3005,3.871,2.404,2.268,,,
3006,3.8,2.304,2.167,,,
3007,3.76,2.231,2.095,,,
3008,3.944,2.384,2.248,,,
3009,3.688,2.108,1.976,,,
3010,3.704,2.168,2.032,,,
3011,4.048,2.576,2.436,,,
3012,3.644,2.091,1.956,,,
3013,3.643,2.104,1.967,,,
3014,4.115,2.615,2.472,,,
3015,3.568,2.104,1.967,,,
3016,3.887,2.38,2.244,,,
3017,3.695,2.131,1.983,,,
3018,3.695,2.159,2.02,,,
3019,4.076,2.511,2.376,,,
3020,3.731,2.252,2.108,,,
3021,3.859,2.323,2.188,,,
3022,4.159,2.668,2.531,,,
3023,3.551,2.011,1.876,,,
3024,3.688,2.112,1.976,,,
3025,4.012,2.56,2.42,,,
3026,3.7,2.14,2.003,,,
3027,3.9,2.411,2.268,,,
3028,3.839,2.311,2.175,,,
3029,3.728,2.219,2.076,,,
3030,4.123,2.611,2.475,,,
3031,3.612,2.048,1.903,,,
3032,3.819,2.291,2.148,,,
3033,4.224,2.652,2.507,,,
3034,3.704,2.176,2.036,,,
3035,3.852,2.34,2.192,,,
3036,4.036,2.467,2.331,,,
3037,3.623,2.127,1.98,,,
3038,4.051,2.483,2.347,,,
3039,3.792,2.243,2.104,,,
